Station,Date,Time,Precip,type,Air max,min,obs,Wx,Wind dir,speed,Bulb wet,dry,Soil max,min,Evap,Solar,ETo,RH max,min
SANJOSE.C,20100315,2400,0,,73,42,,,,,,,,,,,,,
SANJOSE.C,20100316,2400,0,,71,48,,,,,,,,,,,,,
SANJOSE.C,20100317,2400,0,,73,51,,,,,,,,,,,,,
SANJOSE.C,20100318,2400,0,,75,47,,,,,,,,,,,,,
SANJOSE.C,20100319,2359,0,,69,49,,,,,,,,,,,,,
SANJOSE.C,20100320,2400,0,,74,45,,,,,,,,,,,,,
SANJOSE.C,20100321,2400,0,,67,48,,,,,,,,,,,,,
SANJOSE.C,20100322,2400,0,,67,50,,,,,,,,,,,,,
SANJOSE.C,20100323,2400,0,,74,46,,,,,,,,,,,,,
SANJOSE.C,20100324,2400,0,,70,49,,,,,,,,,,,,,
SANJOSE.C,20100325,2400,0,,64,47,,,,,,,,,,,,,
SANJOSE.C,20100326,2400,0,,64,46,,,,,,,,,,,,,
SANJOSE.C,20100327,2400,0,,74,42,,,,,,,,,,,,,
SANJOSE.C,20100328,2400,0,,75,47,,,,,,,,,,,,,
SANJOSE.C,20100329,2400,0,,69,48,,,,,,,,,,,,,
SANJOSE.C,20100330,2400,0.1,,62,49,,,,,,,,,,,,,
SANJOSE.C,20100331,2400,0.18,,59,44,,,,,,,,,,,,,
SANJOSE.C,20100401,2400,0,,59,42,,,,,,,,,,,,,
SANJOSE.C,20100402,2400,0,,61,41,,,,,,,,,,,,,
SANJOSE.C,20100403,2400,0,,58,41,,,,,,,,,,,,,
SANJOSE.C,20100404,2400,0.39,,56,43,,,,,,,,,,,,,
SANJOSE.C,20100405,2400,0.16,,60,44,,,,,,,,,,,,,
SANJOSE.C,20100406,2400,0,,63,41,,,,,,,,,,,,,
SANJOSE.C,20100407,2400,0,,71,42,,,,,,,,,,,,,
SANJOSE.C,20100408,2400,0,,64,47,,,,,,,,,,,,,
SANJOSE.C,20100409,2400,0,,71,44,,,,,,,,,,,,,
SANJOSE.C,20100410,2400,0,,60,51,,,,,,,,,,,,,
SANJOSE.C,20100411,2400,0.82,,56,47,,,,,,,,,,,,,
SANJOSE.C,20100412,2400,0.39,,59,45,,,,,,,,,,,,,
SANJOSE.C,20100413,2400,0,,63,45,,,,,,,,,,,,,
SANJOSE.C,20100414,2400,0,,63,47,,,,,,,,,,,,,
SANJOSE.C,20100415,2400,0,,71,43,,,,,,,,,,,,,
SANJOSE.C,20100416,2400,0,,70,50,,,,,,,,,,,,,
SANJOSE.C,20100417,2400,0,,71,50,,,,,,,,,,,,,
SANJOSE.C,20100418,2400,0,,78,47,,,,,,,,,,,,,
SANJOSE.C,20100419,2400,0,,72,52,,,,,,,,,,,,,
SANJOSE.C,20100420,2400,0.51,,60,49,,,,,,,,,,,,,
SANJOSE.C,20100421,2400,0.59,,54,47,,,,,,,,,,,,,
SANJOSE.C,20100422,2400,0,,67,46,,,,,,,,,,,,,
SANJOSE.C,20100423,2400,0,,71,49,,,,,,,,,,,,,
SANJOSE.C,20100424,2400,0,,72,47,,,,,,,,,,,,,
SANJOSE.C,20100425,2400,0,,79,47,,,,,,,,,,,,,
SANJOSE.C,20100426,2400,0,,74,49,,,,,,,,,,,,,
SANJOSE.C,20100427,2400,0.08,,66,50,,,,,,,,,,,,,
SANJOSE.C,20100428,2400,0.05,,59,47,,,,,,,,,,,,,
SANJOSE.C,20100429,2400,0,,62,48,,,,,,,,,,,,,
SANJOSE.C,20100430,2400,0,,68,45,,,,,,,,,,,,,
SANJOSE.C,20100501,2400,0,,70,45,,,,,,,,,,,,,
SANJOSE.C,20100502,2400,0,,76,47,,,,,,,,,,,,,
SANJOSE.C,20100503,2400,0,,82,51,,,,,,,,,,,,,
SANJOSE.C,20100504,2400,0,,76,50,,,,,,,,,,,,,
SANJOSE.C,20100505,2400,0,,67,48,,,,,,,,,,,,,
SANJOSE.C,20100506,2400,0,,73,49,,,,,,,,,,,,,
SANJOSE.C,20100507,2400,0,,70,46,,,,,,,,,,,,,
SANJOSE.C,20100508,2400,0,,68,49,,,,,,,,,,,,,
SANJOSE.C,20100509,2400,0.03,,64,52,,,,,,,,,,,,,
SANJOSE.C,20100510,2400,0.09,,61,49,,,,,,,,,,,,,
SANJOSE.C,20100511,2400,0,,67,46,,,,,,,,,,,,,
SANJOSE.C,20100512,2400,0,,74,47,,,,,,,,,,,,,
SANJOSE.C,20100513,2400,0,,74,49,,,,,,,,,,,,,
SANJOSE.C,20100514,2400,0,,68,52,,,,,,,,,,,,,
SANJOSE.C,20100515,2400,0,,70,52,,,,,,,,,,,,,
SANJOSE.C,20100516,2400,0,,67,52,,,,,,,,,,,,,
SANJOSE.C,20100517,2400,0.07,,64,53,,,,,,,,,,,,,
SANJOSE.C,20100518,2400,0,,70,54,,,,,,,,,,,,,
SANJOSE.C,20100519,2400,0,,69,51,,,,,,,,,,,,,
SANJOSE.C,20100520,2400,0,,70,49,,,,,,,,,,,,,
SANJOSE.C,20100521,2400,0,,65,47,,,,,,,,,,,,,
SANJOSE.C,20100522,2400,0,,63,46,,,,,,,,,,,,,
SANJOSE.C,20100523,2400,0,,69,45,,,,,,,,,,,,,
SANJOSE.C,20100524,2400,0,,67,52,,,,,,,,,,,,,
SANJOSE.C,20100525,2400,0.12,,64,50,,,,,,,,,,,,,
SANJOSE.C,20100526,2400,0,,69,53,,,,,,,,,,,,,
SANJOSE.C,20100527,2400,0.04,,66,50,,,,,,,,,,,,,
SANJOSE.C,20100528,2400,0,,68,45,,,,,,,,,,,,,
SANJOSE.C,20100529,2400,0,,80,50,,,,,,,,,,,,,
SANJOSE.C,20100530,2400,0,,84,51,,,,,,,,,,,,,
SANJOSE.C,20100531,2400,0,,74,53,,,,,,,,,,,,,
SANJOSE.C,20100601,2400,0,,71,57,,,,,,,,,,,,,
SANJOSE.C,20100602,2400,0,,81,57,,,,,,,,,,,,,
SANJOSE.C,20100603,2359,0,,77,55,,,,,,,,,,,,,
SANJOSE.C,20100604,2359,0,,77,55,,,,,,,,,,,,,
SANJOSE.C,20100605,2359,0,,77,56,,,,,,,,,,,,,
SANJOSE.C,20100606,2359,0,,76,55,,,,,,,,,,,,,
SANJOSE.C,20100607,2400,0,,72,56,,,,,,,,,,,,,
SANJOSE.C,20100608,2400,0,,71,55,,,,,,,,,,,,,
SANJOSE.C,20100609,2400,0,,72,57,,,,,,,,,,,,,
SANJOSE.C,20100610,2400,0,,71,54,,,,,,,,,,,,,
SANJOSE.C,20100611,2400,0,,82,53,,,,,,,,,,,,,
SANJOSE.C,20100612,2400,0,,92,57,,,,,,,,,,,,,
SANJOSE.C,20100613,2359,0,,80,55,,,,,,,,,,,,,
SANJOSE.C,20100614,2400,0,,77,56,,,,,,,,,,,,,
SANJOSE.C,20100615,2400,0,,71,53,,,,,,,,,,,,,
SANJOSE.C,20100616,2400,0,,80,51,,,,,,,,,,,,,
SANJOSE.C,20100617,2400,0,,81,53,,,,,,,,,,,,,
SANJOSE.C,20100618,2400,0,,71,51,,,,,,,,,,,,,
SANJOSE.C,20100619,2400,0,,69,53,,,,,,,,,,,,,
SANJOSE.C,20100620,2400,0,,75,49,,,,,,,,,,,,,
SANJOSE.C,20100621,2400,0,,85,53,,,,,,,,,,,,,
SANJOSE.C,20100622,2400,0,,78,54,,,,,,,,,,,,,
SANJOSE.C,20100623,2400,0,,76,55,,,,,,,,,,,,,
SANJOSE.C,20100624,2400,0,,70,56,,,,,,,,,,,,,
SANJOSE.C,20100625,2400,0,,73,57,,,,,,,,,,,,,
SANJOSE.C,20100626,2400,0,,81,58,,,,,,,,,,,,,
SANJOSE.C,20100627,2400,0,,92,58,,,,,,,,,,,,,
SANJOSE.C,20100628,2359,0,,81,58,,,,,,,,,,,,,
SANJOSE.C,20100629,2400,0,,84,57,,,,,,,,,,,,,
SANJOSE.C,20100630,2400,0,,76,54,,,,,,,,,,,,,
SANJOSE.C,20100701,2400,0,,77,52,,,,,,,,,,,,,
SANJOSE.C,20100702,2400,0,,76,55,,,,,,,,,,,,,
SANJOSE.C,20100703,2400,0,,88,56,,,,,,,,,,,,,
SANJOSE.C,20100704,2400,0,,85,56,,,,,,,,,,,,,
SANJOSE.C,20100705,2400,0,,81,56,,,,,,,,,,,,,
SANJOSE.C,20100706,2400,0,,77,56,,,,,,,,,,,,,
SANJOSE.C,20100707,2400,0,,77,57,,,,,,,,,,,,,
SANJOSE.C,20100708,2359,0,,84,57,,,,,,,,,,,,,
SANJOSE.C,20100709,2400,0,,75,57,,,,,,,,,,,,,
SANJOSE.C,20100710,2400,0,,81,56,,,,,,,,,,,,,
SANJOSE.C,20100711,2400,0,,79,58,,,,,,,,,,,,,
SANJOSE.C,20100712,2400,0,,80,59,,,,,,,,,,,,,
SANJOSE.C,20100713,2400,0,,79,60,,,,,,,,,,,,,
SANJOSE.C,20100714,2400,0,,86,57,,,,,,,,,,,,,
SANJOSE.C,20100715,2359,0,,85,59,,,,,,,,,,,,,
SANJOSE.C,20100716,2400,0,,83,61,,,,,,,,,,,,,
SANJOSE.C,20100717,2400,0,,82,59,,,,,,,,,,,,,
SANJOSE.C,20100718,2400,0,,82,60,,,,,,,,,,,,,
SANJOSE.C,20100719,2400,0,,76,56,,,,,,,,,,,,,
SANJOSE.C,20100720,2400,0,,77,55,,,,,,,,,,,,,
SANJOSE.C,20100721,2400,0,,75,55,,,,,,,,,,,,,
SANJOSE.C,20100722,2400,0,,81,55,,,,,,,,,,,,,
SANJOSE.C,20100723,2400,0,,79,56,,,,,,,,,,,,,
SANJOSE.C,20100724,2400,0,,77,58,,,,,,,,,,,,,
SANJOSE.C,20100725,2400,0,,74,57,,,,,,,,,,,,,
SANJOSE.C,20100726,2400,0,,76,57,,,,,,,,,,,,,
SANJOSE.C,20100727,2400,0,,76,58,,,,,,,,,,,,,
SANJOSE.C,20100728,2400,0,,75,56,,,,,,,,,,,,,
SANJOSE.C,20100729,2400,0,,76,57,,,,,,,,,,,,,
SANJOSE.C,20100730,2400,0,,74,56,,,,,,,,,,,,,
SANJOSE.C,20100731,2400,0,,78,57,,,,,,,,,,,,,
SANJOSE.C,20100801,2400,0,,78,52,,,,,,,,,,,,,
SANJOSE.C,20100802,2400,0,,77,53,,,,,,,,,,,,,
SANJOSE.C,20100803,2400,0,,79,58,,,,,,,,,,,,,
SANJOSE.C,20100804,2400,0,,75,56,,,,,,,,,,,,,
SANJOSE.C,20100805,2400,0,,75,56,,,,,,,,,,,,,
SANJOSE.C,20100806,2400,0,,80,55,,,,,,,,,,,,,
SANJOSE.C,20100807,2400,0,,77,55,,,,,,,,,,,,,
SANJOSE.C,20100808,2400,0,,78,55,,,,,,,,,,,,,
SANJOSE.C,20100809,2400,0,,77,57,,,,,,,,,,,,,
SANJOSE.C,20100810,2400,0,,78,55,,,,,,,,,,,,,
SANJOSE.C,20100811,2359,0,,82,59,,,,,,,,,,,,,
SANJOSE.C,20100812,2400,0,,79,58,,,,,,,,,,,,,
SANJOSE.C,20100813,2400,0,,76,53,,,,,,,,,,,,,
SANJOSE.C,20100814,2359,0,,82,59,,,,,,,,,,,,,
SANJOSE.C,20100815,2359,0,,82,59,,,,,,,,,,,,,
SANJOSE.C,20100816,2400,0,,76,57,,,,,,,,,,,,,
SANJOSE.C,20100817,2400,0,,74,57,,,,,,,,,,,,,
SANJOSE.C,20100818,2400,0,,74,58,,,,,,,,,,,,,
SANJOSE.C,20100819,2400,0,,83,58,,,,,,,,,,,,,
SANJOSE.C,20100820,2400,0,,78,57,,,,,,,,,,,,,
SANJOSE.C,20100821,2359,0,,80,57,,,,,,,,,,,,,
SANJOSE.C,20100822,2400,0,,81,55,,,,,,,,,,,,,
SANJOSE.C,20100823,2400,0,,95,58,,,,,,,,,,,,,
SANJOSE.C,20100824,2359,0,,82,58,,,,,,,,,,,,,
SANJOSE.C,20100825,2359,0,,83,57,,,,,,,,,,,,,
SANJOSE.C,20100826,2400,0,,78,59,,,,,,,,,,,,,
SANJOSE.C,20100827,2400,0,,80,56,,,,,,,,,,,,,
SANJOSE.C,20100828,2359,0,,85,59,,,,,,,,,,,,,
SANJOSE.C,20100829,2400,0,,76,53,,,,,,,,,,,,,
SANJOSE.C,20100830,2400,0,,74,53,,,,,,,,,,,,,
SANJOSE.C,20100831,2400,0,,86,59,,,,,,,,,,,,,
SANJOSE.C,20100901,2400,0,,94,59,,,,,,,,,,,,,
SANJOSE.C,20100902,2359,0,,84,58,,,,,,,,,,,,,
SANJOSE.C,20100903,2400,0,,86,60,,,,,,,,,,,,,
SANJOSE.C,20100904,2400,0,,79,58,,,,,,,,,,,,,
SANJOSE.C,20100905,2400,0,,83,56,,,,,,,,,,,,,
SANJOSE.C,20100906,2400,0,,93,57,,,,,,,,,,,,,
SANJOSE.C,20100907,2400,0,,76,56,,,,,,,,,,,,,
SANJOSE.C,20100908,2400,0,,73,59,,,,,,,,,,,,,
SANJOSE.C,20100909,2400,0,,76,55,,,,,,,,,,,,,
SANJOSE.C,20100910,2400,0,,85,54,,,,,,,,,,,,,
SANJOSE.C,20100911,2400,0,,87,57,,,,,,,,,,,,,
SANJOSE.C,20100912,2400,0,,75,55,,,,,,,,,,,,,
SANJOSE.C,20100913,2400,0,,73,55,,,,,,,,,,,,,
SANJOSE.C,20100914,2400,0,,74,56,,,,,,,,,,,,,
SANJOSE.C,20100915,2400,0,,73,56,,,,,,,,,,,,,
SANJOSE.C,20100916,2400,0,,78,54,,,,,,,,,,,,,
SANJOSE.C,20100917,2359,0,,80,57,,,,,,,,,,,,,
SANJOSE.C,20100918,2359,0,,80,58,,,,,,,,,,,,,
SANJOSE.C,20100919,2400,0,,79,58,,,,,,,,,,,,,
SANJOSE.C,20100920,2400,0,,80,59,,,,,,,,,,,,,
SANJOSE.C,20100921,2400,0,,73,54,,,,,,,,,,,,,
SANJOSE.C,20100922,2400,0,,72,51,,,,,,,,,,,,,
SANJOSE.C,20100923,2400,0,,79,50,,,,,,,,,,,,,
SANJOSE.C,20100924,2400,0,,87,52,,,,,,,,,,,,,
SANJOSE.C,20100925,2400,0,,94,57,,,,,,,,,,,,,
SANJOSE.C,20100926,2400,0,,91,57,,,,,,,,,,,,,
SANJOSE.C,20100927,2400,0,,96,57,,,,,,,,,,,,,
SANJOSE.C,20100928,2359,0,,79,56,,,,,,,,,,,,,
SANJOSE.C,20100929,2359,0,,80,56,,,,,,,,,,,,,
SANJOSE.C,20100930,2400,0,,81,60,,,,,,,,,,,,,
SANJOSE.C,20101001,2359,0,,77,56,,,,,,,,,,,,,
SANJOSE.C,20101002,2359,0,,77,56,,,,,,,,,,,,,
SANJOSE.C,20101003,2359,0,,78,54,,,,,,,,,,,,,
SANJOSE.C,20101004,2359,0,,77,55,,,,,,,,,,,,,
SANJOSE.C,20101005,2400,0,,76,53,,,,,,,,,,,,,
SANJOSE.C,20101006,2400,0.01,,79,54,,,,,,,,,,,,,
SANJOSE.C,20101007,2400,0,,74,53,,,,,,,,,,,,,
SANJOSE.C,20101008,2400,0,,78,53,,,,,,,,,,,,,
SANJOSE.C,20101009,2400,0,,79,52,,,,,,,,,,,,,
SANJOSE.C,20101010,2359,0,,77,53,,,,,,,,,,,,,
SANJOSE.C,20101011,2359,0,,76,53,,,,,,,,,,,,,
SANJOSE.C,20101012,2359,0,,76,53,,,,,,,,,,,,,
SANJOSE.C,20101013,2359,0,,76,53,,,,,,,,,,,,,
SANJOSE.C,20101014,2359,0,,77,53,,,,,,,,,,,,,
SANJOSE.C,20101015,2359,0,,75,52,,,,,,,,,,,,,
SANJOSE.C,20101016,2400,0,,71,56,,,,,,,,,,,,,
SANJOSE.C,20101017,2359,0.03,,76,52,,,,,,,,,,,,,
SANJOSE.C,20101018,2400,0,,69,55,,,,,,,,,,,,,
SANJOSE.C,20101019,2400,0,,77,52,,,,,,,,,,,,,
SANJOSE.C,20101020,2400,0,,69,53,,,,,,,,,,,,,
SANJOSE.C,20101021,2400,0,,69,51,,,,,,,,,,,,,
SANJOSE.C,20101022,2400,0.02,,65,55,,,,,,,,,,,,,
SANJOSE.C,20101023,2400,0.05,,66,53,,,,,,,,,,,,,
SANJOSE.C,20101024,2359,0.06,,73,53,,,,,,,,,,,,,
SANJOSE.C,20101025,2400,0,,66,52,,,,,,,,,,,,,
SANJOSE.C,20101026,2400,0,,68,47,,,,,,,,,,,,,
SANJOSE.C,20101027,2400,0,,67,43,,,,,,,,,,,,,
SANJOSE.C,20101028,2400,0,,79,53,,,,,,,,,,,,,
SANJOSE.C,20101029,2400,0.04,,67,54,,,,,,,,,,,,,
SANJOSE.C,20101030,2400,0.04,,68,53,,,,,,,,,,,,,
SANJOSE.C,20101031,2400,0,,74,49,,,,,,,,,,,,,
SANJOSE.C,20101101,2400,0,,75,49,,,,,,,,,,,,,
SANJOSE.C,20101102,2359,0,,70,48,,,,,,,,,,,,,
SANJOSE.C,20101103,2359,0,,71,49,,,,,,,,,,,,,
SANJOSE.C,20101104,2359,0,,70,49,,,,,,,,,,,,,
SANJOSE.C,20101105,2359,0,,69,48,,,,,,,,,,,,,
SANJOSE.C,20101106,2359,0,,69,49,,,,,,,,,,,,,
SANJOSE.C,20101107,2400,0.17,,60,52,,,,,,,,,,,,,
SANJOSE.C,20101108,2400,0,,62,45,,,,,,,,,,,,,
SANJOSE.C,20101109,2400,0.06,,63,41,,,,,,,,,,,,,
SANJOSE.C,20101110,2400,0.03,,63,50,,,,,,,,,,,,,
SANJOSE.C,20101111,2400,0,,69,47,,,,,,,,,,,,,
SANJOSE.C,20101112,2400,0,,69,42,,,,,,,,,,,,,
SANJOSE.C,20101113,2400,0,,75,48,,,,,,,,,,,,,
SANJOSE.C,20101114,2359,0,,64,46,,,,,,,,,,,,,
SANJOSE.C,20101115,2359,0,,65,46,,,,,,,,,,,,,
SANJOSE.C,20101116,2400,0,,75,49,,,,,,,,,,,,,
SANJOSE.C,20101117,2400,0,,76,45,,,,,,,,,,,,,
SANJOSE.C,20101118,2400,0,,63,44,,,,,,,,,,,,,
SANJOSE.C,20101119,2400,0.25,,57,46,,,,,,,,,,,,,
SANJOSE.C,20101120,2400,0.74,,53,42,,,,,,,,,,,,,
SANJOSE.C,20101121,2400,0.17,,55,44,,,,,,,,,,,,,
SANJOSE.C,20101122,2400,0,,58,44,,,,,,,,,,,,,
SANJOSE.C,20101123,2400,0.18,,56,41,,,,,,,,,,,,,
SANJOSE.C,20101124,2359,0,,61,44,,,,,,,,,,,,,
SANJOSE.C,20101125,2400,0,,55,33,,,,,,,,,,,,,
SANJOSE.C,20101126,2400,0,,57,32,,,,,,,,,,,,,
SANJOSE.C,20101127,2400,0.16,,57,44,,,,,,,,,,,,,
SANJOSE.C,20101128,2400,0,,54,36,,,,,,,,,,,,,
SANJOSE.C,20101129,2400,0,,58,32,,,,,,,,,,,,,
SANJOSE.C,20101130,2400,0,,57,35,,,,,,,,,,,,,
SANJOSE.C,20101201,2400,0,,59,36,,,,,,,,,,,,,
SANJOSE.C,20101202,2400,0,,60,39,,,,,,,,,,,,,
SANJOSE.C,20101203,2400,0,,59,46,,,,,,,,,,,,,
SANJOSE.C,20101204,2359,0,,60,42,,,,,,,,,,,,,
SANJOSE.C,20101205,2359,0.24,,60,44,,,,,,,,,,,,,
SANJOSE.C,20101206,2400,0,,65,48,,,,,,,,,,,,,
SANJOSE.C,20101207,2400,0,,66,43,,,,,,,,,,,,,
SANJOSE.C,20101208,2359,0.15,,61,44,,,,,,,,,,,,,
SANJOSE.C,20101209,2359,0,,61,44,,,,,,,,,,,,,
SANJOSE.C,20101210,2359,0,,60,44,,,,,,,,,,,,,
SANJOSE.C,20101211,2359,0,,59,44,,,,,,,,,,,,,
SANJOSE.C,20101212,2359,0,,58,43,,,,,,,,,,,,,
SANJOSE.C,20101213,2359,0,,59,44,,,,,,,,,,,,,
SANJOSE.C,20101214,2359,0.27,,58,44,,,,,,,,,,,,,
SANJOSE.C,20101215,2400,0,,58,42,,,,,,,,,,,,,
SANJOSE.C,20101216,2400,0,,59,36,,,,,,,,,,,,,
SANJOSE.C,20101217,2400,0.27,,59,48,,,,,,,,,,,,,
SANJOSE.C,20101218,2359,0.1,,59,42,,,,,,,,,,,,,
SANJOSE.C,20101219,2400,0.75,,61,49,,,,,,,,,,,,,
SANJOSE.C,20101220,2400,0,,53,47,,,,,,,,,,,,,
SANJOSE.C,20101221,2400,0.12,,59,49,,,,,,,,,,,,,
SANJOSE.C,20101222,2359,0.01,,55,40,,,,,,,,,,,,,
SANJOSE.C,20101223,2400,0,,61,44,,,,,,,,,,,,,
SANJOSE.C,20101224,2400,0,,61,43,,,,,,,,,,,,,
SANJOSE.C,20101225,2400,0.31,,59,46,,,,,,,,,,,,,
SANJOSE.C,20101226,2400,0,,61,42,,,,,,,,,,,,,
SANJOSE.C,20101227,2400,0,,57,44,,,,,,,,,,,,,
SANJOSE.C,20101228,2400,0.59,,57,46,,,,,,,,,,,,,
SANJOSE.C,20101229,2400,0.24,,54,43,,,,,,,,,,,,,
SANJOSE.C,20101230,2400,0,,53,34,,,,,,,,,,,,,
SANJOSE.C,20101231,2400,0,,52,40,,,,,,,,,,,,,
SANJOSE.C,20110101,2359,0.15,,58,42,,,,,,,,,,,,,
SANJOSE.C,20110102,2359,0.17,,58,42,,,,,,,,,,,,,
SANJOSE.C,20110103,2359,0.06,,58,41,,,,,,,,,,,,,
SANJOSE.C,20110104,2359,0.12,,58,42,,,,,,,,,,,,,
SANJOSE.C,20110105,2359,0.07,,57,42,,,,,,,,,,,,,
SANJOSE.C,20110106,2359,0.06,,57,41,,,,,,,,,,,,,
SANJOSE.C,20110107,2359,0.12,,58,42,,,,,,,,,,,,,
SANJOSE.C,20110108,2359,0.03,,59,43,,,,,,,,,,,,,
SANJOSE.C,20110109,2359,0.11,,59,44,,,,,,,,,,,,,
SANJOSE.C,20110110,2359,0.11,,58,43,,,,,,,,,,,,,
SANJOSE.C,20110111,2359,0.04,,58,42,,,,,,,,,,,,,
SANJOSE.C,20110112,2359,0.09,,58,41,,,,,,,,,,,,,
SANJOSE.C,20110113,2359,0.07,,59,41,,,,,,,,,,,,,
SANJOSE.C,20110114,2359,0.07,,57,42,,,,,,,,,,,,,
SANJOSE.C,20110115,2359,0.08,,58,42,,,,,,,,,,,,,
SANJOSE.C,20110116,2359,0.07,,59,43,,,,,,,,,,,,,
SANJOSE.C,20110117,2359,0.07,,59,42,,,,,,,,,,,,,
SANJOSE.C,20110118,2359,0.1,,60,43,,,,,,,,,,,,,
SANJOSE.C,20110119,2359,0.1,,59,43,,,,,,,,,,,,,
SANJOSE.C,20110120,2359,0.15,,58,42,,,,,,,,,,,,,
SANJOSE.C,20110121,2359,0.07,,59,42,,,,,,,,,,,,,
SANJOSE.C,20110122,2359,0.13,,58,42,,,,,,,,,,,,,
SANJOSE.C,20110123,2359,0.1,,59,42,,,,,,,,,,,,,
SANJOSE.C,20110124,2359,0.19,,60,43,,,,,,,,,,,,,
SANJOSE.C,20110125,2359,0.09,,60,43,,,,,,,,,,,,,
SANJOSE.C,20110126,2359,0.11,,59,45,,,,,,,,,,,,,
SANJOSE.C,20110127,2359,0.18,,60,44,,,,,,,,,,,,,
SANJOSE.C,20110128,2359,0.06,,60,44,,,,,,,,,,,,,
SANJOSE.C,20110129,2359,0.13,,60,43,,,,,,,,,,,,,
SANJOSE.C,20110130,2359,0.04,,61,42,,,,,,,,,,,,,
SANJOSE.C,20110131,2359,0.09,,61,43,,,,,,,,,,,,,
SANJOSE.C,20110201,2359,0.02,,61,43,,,,,,,,,,,,,
SANJOSE.C,20110202,2359,0.12,,61,44,,,,,,,,,,,,,
SANJOSE.C,20110203,2359,0.13,,62,43,,,,,,,,,,,,,
SANJOSE.C,20110204,2359,0.09,,62,43,,,,,,,,,,,,,
SANJOSE.C,20110205,2359,0.02,,61,44,,,,,,,,,,,,,
SANJOSE.C,20110206,2359,0.1,,61,44,,,,,,,,,,,,,
SANJOSE.C,20110207,2359,0.11,,61,45,,,,,,,,,,,,,
SANJOSE.C,20110208,2359,0.13,,60,45,,,,,,,,,,,,,
SANJOSE.C,20110209,2359,0.1,,61,45,,,,,,,,,,,,,
SANJOSE.C,20110210,2359,0.12,,62,44,,,,,,,,,,,,,
SANJOSE.C,20110211,2359,0.07,,62,44,,,,,,,,,,,,,
SANJOSE.C,20110212,2359,0.15,,63,45,,,,,,,,,,,,,
SANJOSE.C,20110213,2359,0.09,,63,46,,,,,,,,,,,,,
SANJOSE.C,20110214,2359,0.22,,63,45,,,,,,,,,,,,,
SANJOSE.C,20110215,2359,0.18,,62,45,,,,,,,,,,,,,
SANJOSE.C,20110216,2359,0.13,,62,47,,,,,,,,,,,,,
SANJOSE.C,20110217,2359,0.17,,63,47,,,,,,,,,,,,,
SANJOSE.C,20110218,2359,0.12,,63,45,,,,,,,,,,,,,
SANJOSE.C,20110219,2359,0.17,,63,46,,,,,,,,,,,,,
SANJOSE.C,20110220,2359,0.07,,63,45,,,,,,,,,,,,,
SANJOSE.C,20110221,2359,0.12,,65,47,,,,,,,,,,,,,
SANJOSE.C,20110222,2359,0.08,,64,46,,,,,,,,,,,,,
SANJOSE.C,20110223,2359,0.1,,63,45,,,,,,,,,,,,,
SANJOSE.C,20110224,2359,0.04,,63,45,,,,,,,,,,,,,
SANJOSE.C,20110225,2359,0.14,,64,46,,,,,,,,,,,,,
SANJOSE.C,20110226,2359,0.08,,64,46,,,,,,,,,,,,,
SANJOSE.C,20110227,2359,0.2,,64,46,,,,,,,,,,,,,
SANJOSE.C,20110228,2359,0.04,,65,46,,,,,,,,,,,,,
SANJOSE.C,20110301,2359,0.08,,63,48,,,,,,,,,,,,,
SANJOSE.C,20110302,2359,0.12,,64,47,,,,,,,,,,,,,
SANJOSE.C,20110303,2359,0.15,,63,47,,,,,,,,,,,,,
SANJOSE.C,20110304,2359,0.09,,63,46,,,,,,,,,,,,,
SANJOSE.C,20110305,2359,0.12,,63,47,,,,,,,,,,,,,
SANJOSE.C,20110306,2359,0.11,,65,46,,,,,,,,,,,,,
SANJOSE.C,20110307,2359,0.06,,65,46,,,,,,,,,,,,,
SANJOSE.C,20110308,2359,0.05,,66,46,,,,,,,,,,,,,
SANJOSE.C,20110309,2359,0.11,,65,46,,,,,,,,,,,,,
SANJOSE.C,20110310,2359,0.17,,66,47,,,,,,,,,,,,,
SANJOSE.C,20110311,2359,0.05,,67,47,,,,,,,,,,,,,
SANJOSE.C,20110312,2359,0.1,,67,48,,,,,,,,,,,,,
SANJOSE.C,20110313,2359,0.14,,66,47,,,,,,,,,,,,,
SANJOSE.C,20110314,2359,0.04,,66,47,,,,,,,,,,,,,
SANJOSE.C,20110315,2359,0.12,,67,46,,,,,,,,,,,,,
SANJOSE.C,20110316,2359,0.06,,67,48,,,,,,,,,,,,,
SANJOSE.C,20110317,2359,0.08,,68,47,,,,,,,,,,,,,
SANJOSE.C,20110318,2359,0.03,,68,48,,,,,,,,,,,,,
SANJOSE.C,20110319,2359,0.04,,69,49,,,,,,,,,,,,,
SANJOSE.C,20110320,2359,0.12,,69,48,,,,,,,,,,,,,
SANJOSE.C,20110321,2359,0.1,,67,49,,,,,,,,,,,,,
SANJOSE.C,20110322,2359,0.09,,67,48,,,,,,,,,,,,,
SANJOSE.C,20110323,2359,0.08,,66,48,,,,,,,,,,,,,
SANJOSE.C,20110324,2359,0.11,,66,47,,,,,,,,,,,,,
SANJOSE.C,20110325,2359,0.09,,66,47,,,,,,,,,,,,,
SANJOSE.C,20110326,2359,0.07,,67,47,,,,,,,,,,,,,
SANJOSE.C,20110327,2359,0.05,,69,47,,,,,,,,,,,,,
SANJOSE.C,20110328,2359,0.02,,70,47,,,,,,,,,,,,,
