,LONGITUDE,LATITUDE,SPD,LEN,ACC,VOL,F85th,LOCAL,F50th,Precip,Air max,min,obs,hour,Accident
777,-121.9500108,37.2960173,40,7300.0,96.0,26650.0,42.0,0,37.3,0.0,85,59,72.0,20.0,0
778,-121.9373795,37.25063906,35,4250.0,16.0,19900.0,39.0,0,35.0,0.17,58,42,50.0,14.0,1
779,-121.8605739,37.38656307,35,5800.0,27.0,13150.0,39.7,0,35.3,0.02,69,47,58.0,17.0,1
780,-121.8990491,37.2960178,25,1900.0,18.0,8000.0,31.0,0,25.0,0.03,75,51,63.0,3.0,0
781,-121.87307549999998,37.37379548,40,12600.0,56.0,15950.0,43.5,0,39.3,0.09,76,53,64.5,17.0,1
782,-121.85000359999998,37.3554327,35,3054.0,30.0,29000.0,41.0,0,36.0,0.03,73,53,63.0,18.0,1
783,-121.80898329999998,37.260273,45,14200.0,170.0,31100.0,49.7,0,43.7,0.05,74,53,63.5,16.0,0
784,-121.9466889,37.2517475,30,2850.0,4.0,10250.0,35.0,0,31.0,0.01,73,53,63.0,14.0,0
785,-121.8836519,37.3616194,35,3040.0,12.0,18600.0,38.0,0,35.0,0.18,60,44,52.0,12.0,0
786,-121.8229317,37.27159320000001,30,3100.0,6.0,1700.0,35.5,1,30.0,0.0,78,55,66.5,16.0,0
787,-121.90376609999998,37.2401483,35,5480.0,16.0,11550.0,40.0,0,36.0,0.01,73,53,63.0,23.0,0
788,-121.8614307,37.4072752,30,3550.0,11.0,2500.0,34.0,1,30.0,0.11,66,47,56.5,4.0,0
789,-121.8817068,37.3280854,30,3100.0,47.0,7300.0,36.0,0,32.0,0.04,64,47,55.5,2.0,0
790,-121.77073190000002,37.250276,45,7000.0,13.0,4700.0,48.5,0,43.5,0.05,72,51,61.5,7.0,0
791,-121.9109211,37.3110239,30,4500.0,14.0,7700.0,34.0,0,30.0,0.02,74,52,63.0,6.0,0
792,-121.8791045,37.3128245,30,4900.0,42.0,7050.0,32.7,0,30.3,0.0,83,58,70.5,16.0,0
793,-121.8278781,37.2826309,25,2800.0,17.0,2500.0,37.0,1,25.0,0.15,58,42,50.0,16.0,0
794,-121.9754199,37.3231708,30,3000.0,44.0,15000.0,37.0,0,32.0,0.0,83,59,71.0,11.0,0
795,-121.8895305,37.24318870000001,35,5200.0,17.0,21000.0,37.7,0,33.7,0.05,70,49,59.5,16.0,0
796,-121.9252053,37.3774406,35,3850.0,9.0,13250.0,39.0,0,35.0,0.01,74,51,62.5,6.0,0
797,-121.9502301,37.3273665,35,5275.0,19.0,12200.0,38.0,0,34.5,0.1,61,45,53.0,10.0,0
798,-121.77073190000002,37.250276,45,7000.0,13.0,4700.0,48.5,0,43.5,0.08,61,43,52.0,22.0,0
799,-121.8756801,37.27585699999999,45,10240.0,103.0,39950.0,47.0,0,42.0,0.0,81,56,68.5,4.0,0
800,-121.8656848,37.21484,35,2525.0,5.0,6000.0,37.5,0,34.5,0.01,79,55,67.0,0.0,0
801,-121.7836013,37.2307985,40,4920.0,10.0,11700.0,41.0,0,37.0,0.05,69,47,58.0,2.0,0
802,-121.9238436,37.3234954,25,2760.0,5.0,3750.0,29.0,0,28.0,0.0,83,58,70.5,11.0,0
803,-121.8854751,37.3381636,35,1500.0,4.0,14700.0,38.0,0,34.5,0.0,82,58,70.0,7.0,0
804,-121.8906812,37.3420545,30,7200.0,46.0,7250.0,35.0,0,30.5,0.06,71,51,61.0,12.0,0
805,-121.91593229999998,37.3077503,25,2460.0,6.0,2600.0,29.0,1,25.5,0.05,70,49,59.5,13.0,0
806,-121.90126770000002,37.29123,25,2080.0,3.0,1250.0,31.0,0,25.0,0.0,82,58,70.0,8.0,0
807,-121.91593229999998,37.3077503,25,2460.0,6.0,2600.0,29.0,1,25.5,0.05,57,39,48.0,19.0,0
808,-121.7685215,37.293479100000006,25,3900.0,0.0,1200.0,35.0,1,25.0,0.0,82,59,70.5,21.0,0
809,-121.8203695,37.32605059999999,35,4082.0,80.0,17100.0,39.5,0,35.5,0.08,64,46,55.0,3.0,0
810,-121.8983508,37.3499698,30,1250.0,34.0,23800.0,31.0,0,27.0,0.04,57,40,48.5,22.0,0
811,-121.8884765,37.33717795,30,4300.0,22.0,13100.0,33.5,0,29.0,0.0,76,53,64.5,1.0,1
812,-121.8104205,37.34656629999999,35,4000.0,25.0,9400.0,39.0,0,34.0,0.09,63,46,54.5,19.0,1
813,-121.9010946,37.3084672,30,3775.0,19.0,11300.0,32.5,0,29.5,0.0,81,59,70.0,17.0,0
814,-121.8515061,37.3054494,40,5000.0,37.0,12800.0,42.5,0,39.0,0.0,83,59,71.0,23.0,0
815,-121.9190371,37.3620725,35,4200.0,7.0,16000.0,39.0,0,36.0,0.01,77,55,66.0,23.0,0
816,-121.882944,37.36612543,40,11500.0,159.0,40150.0,43.3,0,39.7,0.04,69,49,59.0,21.0,1
817,-121.9501943,37.3374044,35,5120.0,25.0,15905.0,39.5,0,35.0,0.07,59,42,50.5,19.0,0
818,-121.880191,37.31620135,30,5000.0,50.0,7900.0,33.3,0,30.0,0.0,82,59,70.5,17.0,1
819,-121.8674895,37.3797853,40,5400.0,14.0,10000.0,42.5,0,38.5,0.0,82,59,70.5,21.0,0
820,-121.91379740000002,37.3258949,30,6600.0,87.0,6600.0,35.0,0,30.0,0.01,80,57,68.5,22.0,0
821,-121.9056787,37.3010407,25,6000.0,7.0,4600.0,32.5,0,25.0,0.0,82,58,70.0,0.0,0
822,-121.8746194,37.2930779,30,800.0,8.0,2250.0,31.0,0,28.0,0.01,71,49,60.0,13.0,0
823,-121.9034895,37.23906275,35,5480.0,16.0,11550.0,40.0,0,36.0,0.11,59,44,51.5,20.0,1
824,-121.8610259,37.28044604,35,2300.0,28.0,12100.0,39.0,0,35.0,0.0,76,53,64.5,3.0,1
825,-121.8554329,37.2770363,25,1000.0,3.0,3950.0,31.0,1,27.0,0.15,63,45,54.0,22.0,0
826,-121.8602805,37.24226583,40,4350.0,29.0,21300.0,44.0,0,40.0,0.0,82,57,69.5,11.0,1
827,-121.9034836,37.22581281,40,10750.0,27.0,9900.0,43.0,0,39.3,0.0,82,58,70.0,8.0,1
828,-121.8983508,37.3499698,30,1250.0,34.0,23800.0,31.0,0,27.0,0.05,70,49,59.5,14.0,0
829,-121.7835119,37.3094656,30,4600.0,1.0,4800.0,31.0,0,27.5,0.0,83,60,71.5,1.0,0
830,-121.8307584,37.2513853,40,10800.0,188.0,37000.0,47.0,0,42.5,0.0,81,56,68.5,7.0,0
831,-121.80845359999998,37.32386015,35,4082.0,80.0,17100.0,39.5,0,35.5,0.05,70,49,59.5,14.0,1
832,-121.8985537,37.346976700000006,25,6750.0,19.0,3400.0,29.0,0,25.3,0.08,64,46,55.0,21.0,0
833,-121.8171969,37.31330876,35,14500.0,300.0,23900.0,37.8,0,34.0,0.08,66,47,56.5,16.0,1
834,-121.9014645,37.3336364,25,850.0,1.0,2200.0,29.0,0,25.0,0.0,81,56,68.5,22.0,0
835,-121.9942923,37.2760961,30,4240.0,2.0,3600.0,31.7,0,28.0,0.04,74,53,63.5,3.0,0
836,-121.8103055,37.2589165,30,950.0,2.0,4000.0,37.0,1,30.0,0.01,70,48,59.0,20.0,0
837,-121.79105990000002,37.22522319999999,25,3362.0,4.0,2550.0,29.0,0,26.0,0.01,77,56,66.5,23.0,0
838,-121.9108073,37.3423604,35,1900.0,36.0,27500.0,39.0,0,36.0,0.03,62,46,54.0,0.0,0
839,-121.7836013,37.2307985,40,4920.0,10.0,11700.0,41.0,0,37.0,0.15,58,42,50.0,20.0,0
840,-121.8853371,37.3283593,25,3700.0,60.0,7450.0,26.5,0,23.5,0.03,62,46,54.0,12.0,0
841,-121.9395055,37.2678073,30,18600.0,72.0,5500.0,32.3,0,29.5,0.04,57,40,48.5,5.0,0
842,-121.8422616,37.3904345,30,2500.0,1.0,7900.0,34.5,0,30.0,0.13,62,47,54.5,19.0,0
843,-121.8401125,37.2750422,40,2350.0,18.0,13750.0,43.0,0,39.0,0.06,71,51,61.0,16.0,1
844,-121.8776711,37.3200755,35,4100.0,103.0,16000.0,36.5,0,32.0,0.01,83,57,70.0,0.0,0
845,-121.7632165,37.240494700000006,30,4640.0,1.0,4500.0,34.7,0,30.7,0.0,78,54,66.0,9.0,0
846,-121.97604009999998,37.31592550000001,40,7500.0,32.0,13550.0,44.5,0,41.5,0.08,69,49,59.0,3.0,0
847,-121.8508125,37.2387227,35,4400.0,10.0,5650.0,38.5,0,34.5,0.07,57,42,49.5,12.0,0
848,-121.8887318,37.2805049,25,6400.0,1.0,1850.0,29.8,0,26.8,0.03,72,53,62.5,22.0,0
849,-121.8745421,37.4158918,35,6200.0,26.0,12000.0,38.7,0,34.7,0.03,81,57,69.0,21.0,0
850,-121.8880554,37.3089169,25,2700.0,2.0,1300.0,29.5,0,25.5,0.0,83,58,70.5,8.0,0
851,-121.8633553,37.36067521,40,13100.0,281.0,29500.0,41.3,0,37.3,0.02,79,56,67.5,22.0,1
852,-121.8332272,37.29342558,40,15150.0,187.0,23450.0,42.8,0,38.5,0.04,57,40,48.5,18.0,1
853,-121.8497527,37.405597,35,6900.0,14.0,8800.0,38.8,0,35.8,0.01,73,53,63.0,14.0,0
854,-121.83323020000002,37.2933299,40,15150.0,187.0,23450.0,42.8,0,38.5,0.01,73,53,63.0,14.0,0
855,-121.9170763,37.36532319,35,2200.0,8.0,10400.0,38.0,0,33.0,0.0,83,57,70.0,7.0,1
856,-121.9700403,37.3231291,35,8450.0,218.0,35050.0,39.5,0,35.5,0.0,85,59,72.0,23.0,0
857,-121.7850024,37.2960774,40,3920.0,9.0,2950.0,43.5,0,40.5,0.14,65,48,56.5,17.0,0
858,-121.8290107,37.27245836,35,1925.0,9.0,8700.0,39.0,0,34.0,0.0,83,58,70.5,15.0,1
859,-121.7728163,37.2431436,40,9400.0,64.0,18000.0,44.0,0,40.5,0.02,82,57,69.5,15.0,0
860,-121.940304,37.26503900000001,25,4325.0,4.0,650.0,39.0,1,25.0,0.0,82,57,69.5,21.0,0
861,-121.9946546,37.3087674,35,7900.0,54.0,10400.0,38.3,0,34.7,0.0,82,58,70.0,3.0,0
862,-121.8730531,37.3738902,40,12600.0,56.0,15950.0,43.5,0,39.3,0.06,70,48,59.0,16.0,0
863,-121.8800521,37.27801049,30,2400.0,1.0,3200.0,33.0,0,30.0,0.03,81,56,68.5,13.0,1
864,-121.8935378,37.2744799,25,4350.0,8.0,2200.0,31.0,0,26.5,0.01,82,56,69.0,3.0,0
865,-121.8614307,37.4072752,30,3550.0,11.0,2500.0,34.0,1,30.0,0.01,70,49,59.5,5.0,0
866,-121.9892594,37.2900519,35,5650.0,53.0,16550.0,40.0,0,36.0,0.1,58,43,50.5,18.0,0
867,-121.8420548,37.2769741,40,2350.0,18.0,13750.0,43.0,0,39.0,0.02,73,52,62.5,10.0,0
868,-121.9077195,37.3732245,30,1150.0,1.0,2800.0,34.0,0,30.0,0.12,62,44,53.0,19.0,0
869,-121.9136302,37.30093460000001,30,8200.0,37.0,11250.0,34.5,0,31.0,0.0,82,58,70.0,12.0,0
870,-121.8309928,37.2587224,40,6000.0,21.0,9750.0,43.5,0,39.0,0.1,59,42,50.5,4.0,0
871,-121.9109211,37.3110239,30,4500.0,14.0,7700.0,34.0,0,30.0,0.03,69,49,59.0,12.0,0
872,-121.92273059999998,37.2944347,35,2650.0,23.0,25350.0,41.0,0,37.0,0.08,61,43,52.0,1.0,0
873,-121.8713791,37.2506605,35,1880.0,1.0,5550.0,39.0,0,35.5,0.11,61,45,53.0,1.0,0
874,-121.79105990000002,37.22522319999999,25,3050.0,1.0,800.0,29.0,0,25.3,0.03,72,53,62.5,14.0,0
875,-121.8182487,37.2302081,25,2560.0,5.0,2200.0,29.5,0,27.0,0.03,69,47,58.0,23.0,0
876,-121.7850024,37.2960774,45,3740.0,26.0,25700.0,48.0,0,43.5,0.06,71,51,61.0,5.0,0
877,-121.842445,37.3904627,35,5500.0,42.0,13600.0,38.3,0,34.0,0.16,56,41,48.5,19.0,0
878,-121.9318876,37.3103769,35,5200.0,68.0,12150.0,37.5,0,33.5,0.01,71,49,60.0,20.0,0
879,-121.8497527,37.405597,30,8100.0,3.0,750.0,32.5,0,29.0,0.01,80,57,68.5,2.0,0
880,-121.9251803,37.38276810000001,35,1560.0,1.0,3200.0,37.0,0,32.0,0.13,58,42,50.0,1.0,0
881,-121.8978169,37.2937608,25,1850.0,0.0,350.0,24.5,0,21.5,0.03,62,46,54.0,8.0,0
882,-121.8852607,37.33870105,30,7300.0,79.0,12500.0,34.0,0,30.5,0.15,63,45,54.0,18.0,1
883,-121.9151363,37.3662643,40,2000.0,20.0,7500.0,41.0,0,36.0,0.02,70,47,58.5,16.0,0
884,-121.9034381,37.3354556,30,3100.0,46.0,11200.0,35.0,0,30.0,0.08,58,42,50.0,16.0,0
885,-121.90376609999998,37.2401483,35,5480.0,16.0,11550.0,40.0,0,36.0,0.0,82,58,70.0,4.0,0
886,-121.8340494,37.2941793,40,15150.0,187.0,23450.0,42.8,0,38.5,0.0,85,60,72.5,20.0,1
887,-121.8966167,37.3353685,20,6890.0,39.0,3000.0,25.5,0,22.0,0.1,59,43,51.0,22.0,0
888,-121.8908773,37.3593408,35,2050.0,26.0,14150.0,41.0,0,37.0,0.02,80,57,68.5,21.0,0
889,-121.87132549999998,37.3330193,25,3855.0,5.0,1400.0,28.0,0,24.0,0.07,61,43,52.0,17.0,0
890,-121.8449428,37.368711,35,2100.0,103.0,31700.0,37.0,0,33.0,0.03,72,51,61.5,0.0,0
891,-121.9753642,37.32316954,30,3000.0,44.0,15000.0,37.0,0,32.0,0.0,83,57,70.0,2.0,1
892,-121.884204,37.33919716,30,7300.0,79.0,12500.0,34.0,0,30.5,0.0,82,59,70.5,11.0,1
893,-121.8006307,37.33555169,40,4100.0,47.0,27400.0,44.0,0,40.0,0.09,63,46,54.5,12.0,1
894,-121.94354579999998,37.33769986,35,3800.0,14.0,6050.0,36.5,0,33.0,0.14,66,47,56.5,18.0,1
895,-121.8501331,37.36526377,35,7530.0,49.0,15150.0,38.5,0,35.0,0.07,61,44,52.5,21.0,1
896,-121.8828502,37.3373499,25,8093.0,38.0,2600.0,29.3,0,26.0,0.12,58,43,50.5,0.0,0
897,-121.9152125,37.3462475,40,6230.0,41.0,31600.0,46.0,0,42.0,0.0,84,60,72.0,23.0,0
898,-121.89790359999998,37.31482266,35,3600.0,73.0,21700.0,36.5,0,32.5,0.07,61,45,53.0,19.0,1
899,-121.9317945,37.2944271,35,6000.0,52.0,22150.0,39.0,0,35.5,0.04,74,50,62.0,23.0,0
900,-121.9317592,37.2802166,25,10520.0,12.0,1850.0,29.7,0,28.3,0.14,65,48,56.5,5.0,0
901,-121.8345964,37.25117468,40,10800.0,188.0,37000.0,47.0,0,42.5,0.0,83,59,71.0,6.0,1
902,-121.9049307,37.2934302,30,2000.0,3.0,10800.0,33.0,0,30.0,0.0,81,57,69.0,21.0,0
903,-121.8811724,37.28915076,35,7000.0,23.0,9000.0,37.5,0,34.0,0.0,82,59,70.5,20.0,1
904,-121.8060084,37.34150020000001,35,21367.0,165.0,20950.0,39.5,0,36.0,0.0,81,56,68.5,4.0,0
905,-121.8499685,37.2617167,30,2400.0,9.0,2860.0,37.0,1,30.0,0.0,80,55,67.5,6.0,0
906,-121.8333067,37.3250281,25,2100.0,36.0,6400.0,34.0,1,25.0,0.04,63,45,54.0,13.0,0
907,-121.8740572,37.3075549,25,2010.0,2.0,1550.0,28.5,0,23.5,0.09,66,48,57.0,0.0,0
908,-122.0105367,37.3101209,25,3200.0,5.0,1900.0,30.0,1,25.0,0.03,70,49,59.5,6.0,0
909,-121.8676652,37.3329548,25,2000.0,24.0,10350.0,32.0,0,28.0,0.02,79,56,67.5,2.0,0
910,-121.7850024,37.2960774,45,3740.0,26.0,25700.0,48.0,0,43.5,0.0,82,59,70.5,20.0,0
911,-121.8739225,37.35000820000001,25,4980.0,7.0,4500.0,29.5,0,28.0,0.12,63,47,55.0,6.0,0
912,-121.87132549999998,37.3330193,25,3855.0,5.0,1400.0,28.0,0,24.0,0.17,66,47,56.5,6.0,0
913,-121.9943111,37.2806583,35,3200.0,26.0,16720.0,39.0,0,34.0,0.09,63,46,54.5,20.0,0
914,-121.8858217,37.36289415,35,2050.0,26.0,14150.0,41.0,0,37.0,0.1,58,43,50.5,16.0,1
915,-121.8953031,37.3398608,40,5100.0,16.0,21700.0,41.0,0,37.0,0.01,74,52,63.0,7.0,0
916,-121.9061011,37.2615065,25,1210.0,1.0,850.0,27.0,0,25.0,0.0,82,59,70.5,18.0,0
917,-121.8871065,37.24581806,35,10600.0,20.0,18700.0,42.0,0,37.0,0.0,80,58,69.0,10.0,1
918,-121.867407,37.2760595,50,60450.0,670.0,50900.0,51.0,0,46.0,0.04,64,47,55.5,3.0,0
919,-122.0135873,37.3103594,35,5100.0,35.0,17650.0,39.0,0,36.0,0.12,65,47,56.0,21.0,0
920,-121.8743542,37.3438629,25,4300.0,82.0,16100.0,30.0,0,26.5,0.0,75,52,63.5,22.0,0
921,-121.9501337,37.31728618,35,1990.0,9.0,6100.0,37.0,0,34.0,0.0,83,58,70.5,3.0,1
922,-121.795316,37.320056,30,3600.0,8.0,3500.0,34.5,0,30.5,0.03,69,49,59.0,19.0,0
923,-121.7705269,37.3070324,25,3700.0,7.0,9850.0,31.5,0,28.5,0.04,74,53,63.5,10.0,0
924,-121.8564194,37.4158982,25,760.0,1.0,1050.0,29.0,0,26.0,0.08,68,47,57.5,1.0,0
925,-121.9130195,37.239011,30,2700.0,1.0,1200.0,31.0,0,28.0,0.08,68,48,58.0,11.0,0
926,-122.0135873,37.3103594,35,5100.0,35.0,17650.0,39.0,0,36.0,0.1,61,45,53.0,19.0,0
927,-121.8623077,37.2215616,35,4550.0,14.0,4550.0,39.0,0,35.0,0.0,69,48,58.5,12.0,0
928,-121.9500432,37.3173025,35,1990.0,9.0,6100.0,37.0,0,34.0,0.12,65,47,56.0,21.0,0
929,-121.8895305,37.24318870000001,35,5200.0,17.0,21000.0,37.7,0,33.7,0.06,71,48,59.5,11.0,0
930,-122.0236768,37.2938456,30,4750.0,4.0,3900.0,33.0,0,29.5,0.11,59,44,51.5,17.0,0
931,-121.8753283,37.25082169,40,6500.0,85.0,33500.0,41.3,0,38.0,0.02,69,47,58.0,12.0,1
932,-121.9252053,37.3774406,35,3850.0,9.0,13250.0,39.0,0,35.0,0.17,58,42,50.0,14.0,0
933,-121.80898329999998,37.260273,45,14200.0,170.0,31100.0,49.7,0,43.7,0.04,62,45,53.5,22.0,0
934,-121.736417,37.20113363,50,13100.0,22.0,6500.0,55.5,0,48.5,0.0,85,59,72.0,21.0,1
935,-121.883203,37.3229935,25,3120.0,1.0,1300.0,28.0,0,24.5,0.11,66,47,56.5,22.0,0
936,-121.9531406,37.4152016,35,500.0,8.0,7400.0,39.3,0,35.0,0.0,82,58,70.0,16.0,0
937,-121.9138693,37.31079261,35,5200.0,68.0,12150.0,37.5,0,33.5,0.0,83,56,69.5,6.0,1
938,-121.8952088,37.37149820000001,30,2300.0,13.0,10200.0,34.0,0,30.5,0.0,83,59,71.0,12.0,0
939,-121.81915990000002,37.35614669,30,2600.0,25.0,6150.0,33.5,0,29.5,0.08,66,48,57.0,16.0,1
940,-121.8449428,37.368711,35,2100.0,103.0,31700.0,37.0,0,33.0,0.03,73,51,62.0,5.0,0
941,-121.9317592,37.2802166,25,10520.0,12.0,1850.0,29.7,0,28.3,0.0,83,60,71.5,9.0,0
942,-121.8982855,37.2553608,35,4950.0,36.0,15700.0,39.0,0,35.5,0.04,74,50,62.0,0.0,0
943,-121.7728163,37.2431436,40,9400.0,64.0,18000.0,44.0,0,40.5,0.05,73,53,63.0,11.0,0
944,-121.8767483,37.3195534,30,3575.0,32.0,4900.0,34.0,0,30.0,0.01,78,54,66.0,11.0,0
945,-121.9753642,37.32316954,30,3000.0,44.0,15000.0,37.0,0,32.0,0.02,76,53,64.5,7.0,1
946,-121.8906812,37.3420545,30,7200.0,46.0,7250.0,35.0,0,30.5,0.1,63,45,54.0,9.0,0
947,-121.8898379,37.3917057,25,1600.0,6.0,3875.0,35.0,0,25.0,0.01,78,55,66.5,8.0,0
948,-121.897707,37.320182,25,7260.0,33.0,4400.0,27.3,0,24.0,0.12,58,43,50.5,1.0,0
949,-121.921139,37.26192100000001,40,2350.0,20.0,19700.0,41.5,0,37.5,0.12,57,41,49.0,1.0,0
950,-121.8905245,37.3276765,25,2900.0,17.0,5100.0,30.0,1,25.0,0.04,76,53,64.5,23.0,0
951,-121.8743542,37.3438629,25,7300.0,21.0,2600.0,29.7,0,27.0,0.01,75,53,64.0,4.0,0
952,-121.9461822,37.2435756,35,9650.0,14.0,6400.0,38.7,0,35.0,0.0,83,59,71.0,15.0,0
953,-121.8816368,37.3285686,25,1350.0,11.0,3100.0,28.0,0,24.0,0.01,77,56,66.5,1.0,0
954,-121.8982855,37.2553608,35,4950.0,36.0,15700.0,39.0,0,35.5,0.03,76,54,65.0,4.0,0
955,-121.7818679,37.3039139,30,4700.0,5.0,2800.0,36.5,0,32.0,0.0,82,58,70.0,23.0,0
956,-121.7777756,37.3059722,30,4650.0,9.0,5100.0,37.0,0,32.5,0.04,62,45,53.5,14.0,0
957,-121.8714904,37.3400052,25,6700.0,56.0,6500.0,30.0,0,25.7,0.13,58,42,50.0,3.0,0
958,-121.9251803,37.38276810000001,35,1560.0,1.0,3200.0,37.0,0,32.0,0.01,82,56,69.0,3.0,0
959,-121.8809366,37.2890141,35,7000.0,23.0,9000.0,37.5,0,34.0,0.08,61,44,52.5,0.0,0
960,-121.8248426,37.31780120000001,30,1550.0,26.0,6850.0,31.0,0,27.0,0.03,70,49,59.5,23.0,0
961,-121.81906,37.3661718,25,2080.0,2.0,3800.0,29.5,0,26.5,0.02,69,49,59.0,6.0,0
962,-121.8309213,37.26169248,40,6000.0,21.0,9750.0,43.5,0,39.0,0.0,77,53,65.0,6.0,1
963,-121.8178509,37.32376011,35,4082.0,80.0,17100.0,39.5,0,35.5,0.1,57,41,49.0,8.0,1
964,-121.987492,37.4036297,35,5000.0,15.0,13600.0,39.5,0,36.0,0.06,66,47,56.5,22.0,0
965,-121.8265461,37.3514071,35,5400.0,117.0,21700.0,37.0,0,34.0,0.0,83,57,70.0,12.0,0
966,-121.7982291,37.3286919,35,7640.0,15.0,3000.0,37.5,0,33.0,0.0,78,54,66.0,15.0,0
967,-121.8977956,37.40410470000001,40,4540.0,26.0,21150.0,42.0,0,38.5,0.04,62,45,53.5,16.0,0
968,-121.7841105,37.2969112,25,2300.0,2.0,1200.0,27.2,1,25.0,0.0,80,58,69.0,17.0,0
969,-121.932016,37.3279153,35,5040.0,19.0,11900.0,38.0,0,34.5,0.01,70,49,59.5,19.0,0
970,-121.850014,37.365241,35,7530.0,49.0,15150.0,38.5,0,35.0,0.22,63,45,54.0,5.0,0
971,-121.9906315,37.29051941,35,5650.0,53.0,16550.0,40.0,0,36.0,0.1,63,45,54.0,11.0,1
972,-121.9845293,37.2863758,35,3000.0,21.0,15450.0,39.0,0,35.0,0.0,85,59,72.0,17.0,0
973,-121.8975812,37.26987986,35,4950.0,36.0,15700.0,39.0,0,35.5,0.03,69,49,59.0,1.0,1
974,-121.8270628,37.31631076,30,1550.0,26.0,6850.0,31.0,0,27.0,0.03,69,47,58.0,23.0,1
975,-121.8518419,37.3788219,35,3400.0,16.0,10250.0,39.0,0,36.0,0.01,80,57,68.5,0.0,0
976,-121.83637079999998,37.35095159,35,8350.0,140.0,20900.0,38.0,0,33.7,0.0,83,59,71.0,16.0,1
977,-121.9047098,37.36815583,40,2900.0,11.0,12650.0,41.0,0,37.0,0.0,79,57,68.0,17.0,1
978,-121.8908536,37.3153742,25,1645.0,2.0,750.0,26.0,0,23.0,0.13,65,47,56.0,15.0,0
979,-121.7632165,37.240494700000006,30,4640.0,1.0,4500.0,34.7,0,30.7,0.01,78,54,66.0,0.0,0
980,-121.8767483,37.3195534,30,3575.0,32.0,4900.0,34.0,0,30.0,0.1,61,44,52.5,10.0,0
981,-121.890155,37.2934507,30,3200.0,9.0,3900.0,32.5,0,28.5,0.0,83,56,69.5,2.0,0
982,-121.9034267,37.33540578,30,3100.0,46.0,11200.0,35.0,0,30.0,0.08,61,43,52.0,17.0,1
983,-121.9768942,37.3143365,30,3100.0,8.0,2600.0,32.0,0,29.0,0.01,80,57,68.5,18.0,0
984,-121.9226318,37.2361853,35,5250.0,12.0,5900.0,39.5,0,35.5,0.03,75,51,63.0,5.0,0
985,-121.8088283,37.3047978,30,3100.0,25.0,9700.0,32.5,0,28.5,0.01,75,51,63.0,22.0,0
986,-121.9225854,37.2867425,25,2690.0,5.0,1350.0,31.7,0,27.7,0.04,74,50,62.0,21.0,0
987,-121.8977956,37.40410470000001,40,4540.0,26.0,21150.0,42.0,0,38.5,0.0,71,48,59.5,17.0,0
988,-121.8410527,37.2311892,30,2100.0,6.0,1900.0,32.0,0,29.0,0.0,83,59,71.0,18.0,0
989,-121.8768302,37.26301,40,5290.0,19.0,21000.0,43.0,0,40.3,0.17,63,46,54.5,12.0,0
990,-121.8853371,37.3283593,25,3700.0,60.0,7450.0,26.5,0,23.5,0.02,77,56,66.5,5.0,0
991,-121.8917494,37.3415549,25,6800.0,83.0,7650.0,30.5,0,26.5,0.05,70,48,59.0,10.0,0
992,-121.8917494,37.3415549,25,6800.0,83.0,7650.0,30.5,0,26.5,0.01,74,51,62.5,18.0,0
993,-121.850014,37.365241,35,7530.0,49.0,15150.0,38.5,0,35.0,0.01,75,51,63.0,23.0,0
994,-121.8103297,37.30956629999999,30,5000.0,13.0,1950.0,32.5,0,28.5,0.02,64,46,55.0,7.0,0
995,-121.9109741,37.3165836,30,2000.0,12.0,10250.0,33.0,0,29.0,0.0,81,58,69.5,16.0,1
996,-121.891369,37.33878989999999,25,5050.0,51.0,5150.0,28.5,0,25.0,0.03,77,53,65.0,0.0,0
997,-121.8880554,37.3089169,35,2950.0,29.0,13200.0,37.5,0,34.5,0.13,58,42,50.0,4.0,0
998,-121.86550359999998,37.3911732,35,6150.0,30.0,8400.0,38.5,0,35.0,0.05,67,47,57.0,2.0,0
999,-121.8507928,37.33453678,35,8200.0,197.0,17650.0,36.3,0,32.5,0.08,66,46,56.0,0.0,1
1000,-121.87158159999998,37.25390863,35,1880.0,1.0,5550.0,39.0,0,35.5,0.07,61,44,52.5,18.0,1
1001,-121.8111801,37.27728336,25,1870.0,9.0,6600.0,31.5,0,28.0,0.07,61,45,53.0,20.0,1
1002,-121.9078684,37.34101003,35,1900.0,36.0,27500.0,39.0,0,36.0,0.06,57,41,49.0,20.0,1
1003,-121.8268266,37.36453964,30,2400.0,11.0,3500.0,36.0,0,30.0,0.0,82,59,70.5,17.0,1
1004,-121.9135191,37.3247002,25,3525.0,2.0,780.0,33.0,1,25.0,0.1,59,42,50.5,8.0,0
1005,-121.8783639,37.2182497,25,1550.0,1.0,3100.0,29.0,0,27.0,0.03,72,49,60.5,0.0,0
1006,-121.8663241,37.2545815,35,2300.0,11.0,13300.0,39.0,0,36.0,0.0,81,56,68.5,2.0,0
1007,-121.8331502,37.19806260000001,40,3250.0,6.0,5300.0,42.0,0,38.0,0.11,59,45,52.0,16.0,0
1008,-121.8431206,37.3398099,35,8200.0,197.0,17650.0,36.3,0,32.5,0.0,78,54,66.0,22.0,0
1009,-121.763641,37.2971349,25,3700.0,1.0,800.0,34.0,1,25.0,0.0,80,56,68.0,5.0,0
1010,-121.8750034,37.3174695,25,550.0,5.0,9850.0,29.0,0,27.0,0.0,76,53,64.5,0.0,1
1011,-121.8783639,37.2182497,25,1550.0,1.0,3100.0,29.0,0,27.0,0.09,66,47,56.5,13.0,0
