,LONGITUDE,LATITUDE,SPD,LEN,ACC,VOL,F85th,LOCAL,F50th,Precip,Air max,min,obs,hour,Accident
0,-121.8037533,37.2278813,35,3200.0,18.0,8100.0,40.0,0,36.0,0.0,83,57,70.0,17.0,0
1,-121.79105990000002,37.22522319999999,25,3362.0,4.0,2550.0,29.0,0,26.0,0.07,67,47,57.0,7.0,0
2,-121.8622732,37.3414123,25,4400.0,42.0,7550.0,29.5,0,26.0,0.0,82,59,70.5,0.0,0
3,-121.9002176,37.3319623,25,1580.0,5.0,3000.0,29.5,0,26.0,0.02,69,49,59.0,19.0,0
4,-121.8607292,37.3580194,40,13100.0,281.0,29500.0,41.3,0,37.3,0.07,59,42,50.5,3.0,0
5,-121.9289375,37.3639472,40,2700.0,10.0,9950.0,42.0,0,38.0,0.05,73,53,63.0,11.0,0
6,-121.771281,37.299331,45,5400.0,32.0,22500.0,46.0,0,42.3,0.0,78,57,67.5,9.0,0
7,-121.8817068,37.3280854,30,3100.0,47.0,7300.0,36.0,0,32.0,0.0,82,60,71.0,5.0,0
8,-121.9057206,37.2883241,15,1350.0,2.0,2100.0,16.5,0,15.0,0.0,85,59,72.0,22.0,0
9,-121.8546785,37.3035143,35,8034.0,36.0,13500.0,38.5,0,35.5,0.06,74,52,63.0,16.0,0
10,-121.8676917,37.246838,30,2100.0,8.0,3150.0,34.0,0,31.0,0.06,60,44,52.0,6.0,0
11,-121.9700403,37.3231291,35,8450.0,218.0,35050.0,39.5,0,35.5,0.1,59,43,51.0,21.0,0
12,-121.8903011,37.2593936,30,5400.0,9.0,3850.0,34.5,0,31.0,0.0,83,57,70.0,0.0,0
13,-121.81906,37.3661718,25,2080.0,2.0,3800.0,29.5,0,26.5,0.07,59,42,50.5,15.0,0
14,-121.8420548,37.2769741,40,2350.0,18.0,13750.0,43.0,0,39.0,0.01,70,48,59.0,23.0,0
15,-121.8962342,37.30428273,25,2600.0,8.0,3500.0,31.0,1,25.0,0.17,58,42,50.0,18.0,1
16,-121.8690852,37.29828079999999,25,3520.0,9.0,3550.0,30.0,0,26.0,0.03,74,52,63.0,9.0,0
17,-121.7880668,37.2633678,45,9280.0,2.0,3600.0,48.3,0,43.3,0.0,84,58,71.0,19.0,0
18,-121.83323020000002,37.2933299,40,15150.0,187.0,23450.0,42.8,0,38.5,0.0,81,59,70.0,20.0,0
19,-121.9225398,37.30385511,35,8250.0,72.0,9950.0,40.0,0,36.0,0.0,82,57,69.5,12.0,1
20,-121.93194409999998,37.3161475,35,2960.0,56.0,23700.0,39.5,0,33.5,0.1,61,45,53.0,4.0,0
21,-121.85428590000002,37.28021781,35,2600.0,3.0,3650.0,37.0,0,33.0,0.01,75,51,63.0,23.0,1
22,-121.9545646,37.3088383,25,2550.0,8.0,2700.0,34.0,0,25.0,0.0,79,57,68.0,6.0,0
23,-121.9061011,37.2615065,25,1210.0,1.0,850.0,27.0,0,25.0,0.09,67,48,57.5,23.0,0
24,-121.8410527,37.2311892,30,2100.0,6.0,1900.0,32.0,0,29.0,0.01,83,59,71.0,12.0,0
25,-121.867407,37.2760595,50,60450.0,670.0,50900.0,51.0,0,46.0,0.08,66,46,56.0,13.0,0
26,-121.8603913,37.2743371,35,2300.0,28.0,12100.0,39.0,0,35.0,0.08,59,42,50.5,5.0,0
27,-121.9500675,37.30904683,35,12800.0,45.0,7300.0,39.3,0,35.7,0.08,63,48,55.5,18.0,1
28,-121.92273059999998,37.2944347,35,8250.0,72.0,9950.0,40.0,0,36.0,0.08,61,44,52.5,22.0,0
29,-121.80898329999998,37.260273,45,14200.0,170.0,31100.0,49.7,0,43.7,0.15,63,47,55.0,12.0,0
30,-121.8977956,37.40410470000001,40,4540.0,26.0,21150.0,42.0,0,38.5,0.0,83,58,70.5,4.0,0
31,-121.9040215,37.29204813,30,2000.0,3.0,10800.0,33.0,0,30.0,0.04,65,46,55.5,13.0,1
32,-121.8903011,37.2593936,30,5400.0,9.0,3850.0,34.5,0,31.0,0.13,58,42,50.0,14.0,0
33,-121.90613190000002,37.357187,35,6900.0,35.0,19450.0,37.0,0,33.0,0.0,81,57,69.0,12.0,0
34,-121.8884696,37.3944754,35,2330.0,0.0,1700.0,39.0,0,34.0,0.02,74,52,63.0,23.0,0
35,-121.8915622,37.36347123,35,3200.0,35.0,24100.0,36.0,0,33.0,0.12,63,45,54.0,20.0,1
36,-121.8568419,37.26599359,35,3440.0,8.0,7900.0,39.0,0,37.0,0.04,69,49,59.0,8.0,1
37,-121.8689268,37.2429284,35,6350.0,41.0,13000.0,38.0,0,34.5,0.04,74,53,63.5,0.0,0
38,-121.9038604,37.33191070000001,35,11100.0,71.0,26300.0,37.8,0,33.8,0.09,67,48,57.5,19.0,0
39,-121.842445,37.3904627,35,5500.0,42.0,13600.0,38.3,0,34.0,0.0,81,56,68.5,14.0,0
40,-121.8667973,37.323254,30,14650.0,183.0,25700.0,34.3,0,30.5,0.02,70,49,59.5,17.0,0
41,-121.8985537,37.346976700000006,25,6750.0,19.0,3400.0,29.0,0,25.3,0.06,63,45,54.0,14.0,0
42,-121.916993,37.3652228,35,2200.0,8.0,10400.0,38.0,0,33.0,0.08,66,48,57.0,13.0,0
43,-121.9398465,37.3991008,35,7600.0,8.0,6500.0,38.0,0,32.7,0.04,72,51,61.5,6.0,0
44,-121.9320509,37.3990319,45,5420.0,7.0,3600.0,46.0,0,42.0,0.0,83,57,70.0,13.0,0
45,-121.9111988,37.3208766,25,5950.0,34.0,5250.0,28.5,0,24.5,0.0,80,58,69.0,5.0,0
46,-121.8701071,37.31257391,25,3000.0,31.0,6350.0,30.5,0,27.5,0.03,59,43,51.0,18.0,1
47,-121.9035327,37.2257518,40,10750.0,27.0,9900.0,43.0,0,39.3,0.02,79,56,67.5,2.0,0
48,-121.7976258,37.3290695,25,3900.0,11.0,1480.0,34.0,1,25.0,0.17,63,47,55.0,1.0,0
49,-121.8410527,37.2311892,30,2100.0,6.0,1900.0,32.0,0,29.0,0.08,68,47,57.5,19.0,0
50,-121.8554329,37.2770363,25,1000.0,3.0,3950.0,31.0,1,27.0,0.0,83,57,70.0,12.0,0
51,-121.959747,37.3088165,30,2600.0,3.0,1600.0,31.0,0,27.0,0.0,78,55,66.5,9.0,0
52,-121.9034381,37.3354556,30,3100.0,46.0,11200.0,35.0,0,30.0,0.01,70,49,59.5,10.0,0
53,-121.799735,37.2409491,20,2900.0,3.0,5100.0,23.0,0,21.0,0.12,58,42,50.0,4.0,0
54,-121.9114011,37.3235641,25,2800.0,16.0,11400.0,29.7,0,26.7,0.1,67,48,57.5,12.0,0
55,-121.7859423,37.2584572,35,2000.0,0.0,1250.0,39.0,0,34.0,0.02,70,49,59.5,13.0,0
56,-122.003388,37.3230684,40,9750.0,86.0,28200.0,41.0,0,36.7,0.0,78,54,66.0,21.0,0
57,-121.9416767,37.43437821,45,6650.0,5.0,3200.0,47.5,0,41.5,0.12,62,44,53.0,14.0,1
58,-121.8881042,37.32519689,25,2900.0,17.0,5100.0,30.0,1,25.0,0.1,67,49,58.0,22.0,1
59,-121.8793215,37.3606414,25,750.0,186.0,1240.0,32.0,1,25.0,0.15,63,45,54.0,8.0,0
60,-121.987492,37.4036297,35,5000.0,15.0,13600.0,39.5,0,36.0,0.0,84,57,70.5,11.0,0
61,-121.83040049999998,37.227804,35,3300.0,4.0,3850.0,39.0,0,35.0,0.0,82,57,69.5,8.0,0
62,-121.7587554,37.2812461,35,5200.0,4.0,9250.0,39.0,0,35.5,0.13,58,44,51.0,13.0,0
63,-121.8674895,37.3797853,40,5400.0,14.0,10000.0,42.5,0,38.5,0.09,58,41,49.5,13.0,0
64,-121.8777888,37.3074461,40,2100.0,33.0,20200.0,42.0,0,38.0,0.02,76,53,64.5,22.0,0
65,-121.8806331,37.3285906,30,5700.0,67.0,11950.0,30.5,0,26.5,0.11,55,40,47.5,4.0,0
66,-121.7511624,37.2264387,45,14200.0,170.0,31100.0,49.7,0,43.7,0.0,82,58,70.0,13.0,1
67,-121.8579437,37.2405434,30,3700.0,5.0,3500.0,32.5,0,28.5,0.0,77,55,66.0,10.0,0
68,-121.8060084,37.34150020000001,35,21367.0,165.0,20950.0,39.5,0,36.0,0.06,57,41,49.0,15.0,0
69,-121.8699826,37.3034615,40,4100.0,17.0,9100.0,39.7,0,36.0,0.0,75,51,63.0,20.0,1
70,-121.9136302,37.30093460000001,30,8200.0,37.0,11250.0,34.5,0,31.0,0.0,83,57,70.0,0.0,0
71,-121.8791045,37.3128245,30,4900.0,42.0,7050.0,32.7,0,30.3,0.0,80,58,69.0,7.0,0
72,-121.86557,37.3257278,40,6200.0,182.0,34000.0,42.0,0,37.5,0.0,82,59,70.5,14.0,0
73,-121.8895236,37.30570677,15,805.0,0.0,2342.0,16.5,0,15.0,0.02,69,50,59.5,18.0,1
74,-121.9390299,37.4182216,35,3450.0,6.0,8550.0,39.5,0,36.0,0.0,78,56,67.0,10.0,0
75,-121.867204,37.2148343,25,4630.0,1.0,1400.0,29.0,0,28.0,0.03,81,57,69.0,16.0,0
76,-121.8209334,37.3003005,45,23000.0,670.0,60450.0,50.0,0,46.0,0.01,76,55,65.5,2.0,0
77,-121.8768302,37.26301,40,5290.0,19.0,21000.0,43.0,0,40.3,0.1,67,48,57.5,19.0,0
78,-121.88853590000002,37.3309086,25,1500.0,21.0,6350.0,26.0,0,23.0,0.0,81,57,69.0,14.0,0
79,-121.9612092,37.3013807,30,2640.0,5.0,1700.0,31.5,0,28.0,0.0,83,59,71.0,16.0,0
80,-121.90786909999998,37.3047318,25,2600.0,8.0,3500.0,31.0,1,25.0,0.0,83,59,71.0,17.0,0
81,-121.8809366,37.2890141,35,7000.0,23.0,9000.0,37.5,0,34.0,0.0,79,57,68.0,14.0,0
82,-121.90613190000002,37.357187,35,6900.0,35.0,19450.0,37.0,0,33.0,0.02,73,51,62.0,16.0,0
83,-121.8565806,37.3831144,35,5050.0,19.0,7800.0,38.5,0,35.0,0.0,83,59,71.0,21.0,0
84,-121.8905245,37.3276765,25,2900.0,17.0,5100.0,30.0,1,25.0,0.05,66,46,56.0,23.0,0
85,-121.803269,37.31406757,35,3800.0,57.0,8600.0,39.0,0,35.7,0.06,60,44,52.0,8.0,1
86,-121.8188095,37.3376555,35,3520.0,9.0,4100.0,38.5,0,35.0,0.01,80,57,68.5,4.0,0
87,-121.8782507,37.2784989,35,1950.0,14.0,10100.0,38.0,0,34.0,0.09,63,46,54.5,12.0,0
88,-121.8898379,37.3917057,25,1600.0,6.0,3875.0,35.0,0,25.0,0.0,83,56,69.5,12.0,0
89,-121.8942899,37.3281845,25,1975.0,20.0,12100.0,30.5,0,27.0,0.13,62,47,54.5,19.0,0
90,-121.8430265,37.37008225,35,18700.0,76.0,21150.0,40.0,0,36.0,0.02,82,57,69.5,2.0,1
91,-121.8761031,37.2590082,35,13450.0,54.0,7200.0,37.3,0,33.3,0.07,61,44,52.5,18.0,0
92,-121.9502301,37.3273665,35,5275.0,19.0,12200.0,38.0,0,34.5,0.05,68,49,58.5,2.0,0
93,-121.8610665,37.3036263,35,5970.0,130.0,30800.0,39.7,0,34.7,0.0,83,60,71.5,11.0,0
94,-121.8402649,37.3128518,35,8000.0,75.0,8050.0,41.0,0,37.0,0.0,73,50,61.5,16.0,0
95,-121.879063,37.219704,25,3575.0,1.0,210.0,32.0,1,25.0,0.0,83,56,69.5,15.0,0
96,-121.95023,37.3161654,35,2640.0,37.0,26500.0,37.0,0,32.0,0.01,77,55,66.0,10.0,0
97,-121.763641,37.2971349,25,3700.0,1.0,800.0,34.0,1,25.0,0.07,67,47,57.0,18.0,0
98,-121.92231509999998,37.2673117,35,5975.0,46.0,13150.0,38.5,0,35.0,0.12,62,44,53.0,12.0,0
99,-121.9545646,37.3088383,25,2550.0,8.0,2700.0,34.0,0,25.0,0.0,83,59,71.0,3.0,0
100,-121.922229,37.25009160000001,35,6100.0,32.0,9300.0,39.5,0,36.0,0.09,60,43,51.5,3.0,0
101,-121.8933229,37.298494700000006,25,3700.0,9.0,4980.0,32.0,0,28.0,0.15,58,42,50.0,3.0,0
102,-121.8743677,37.3336046,25,4600.0,20.0,6450.0,28.5,0,25.5,0.0,83,60,71.5,10.0,0
103,-121.921139,37.26192100000001,40,2350.0,20.0,19700.0,41.5,0,37.5,0.0,75,51,63.0,21.0,0
104,-121.850014,37.365241,35,7530.0,49.0,15150.0,38.5,0,35.0,0.06,60,44,52.0,6.0,0
105,-121.88628119999998,37.32968870000001,20,3250.0,33.0,4300.0,21.5,0,19.5,0.0,77,53,65.0,3.0,0
106,-121.8623077,37.2215616,35,4550.0,14.0,4550.0,39.0,0,35.0,0.03,77,53,65.0,4.0,0
107,-121.86557,37.3257278,40,6200.0,182.0,34000.0,42.0,0,37.5,0.05,68,50,59.0,15.0,0
108,-121.8815845,37.38274634,25,2250.0,9.0,2600.0,33.6,1,25.0,0.07,59,42,50.5,19.0,1
109,-121.9111988,37.3208766,25,5950.0,34.0,5250.0,28.5,0,24.5,0.0,80,58,69.0,10.0,0
110,-121.8212871,37.3756703,35,5544.0,9.0,6784.0,40.0,0,35.5,0.03,77,53,65.0,10.0,0
111,-121.9061635,37.3881915,40,5400.0,10.0,10500.0,43.0,0,38.0,0.03,62,46,54.0,11.0,0
112,-121.9449823,37.40493970000001,35,2900.0,7.0,4550.0,39.0,0,35.0,0.0,83,58,70.5,15.0,0
113,-121.8175067,37.2514644,35,2800.0,19.0,6450.0,38.0,0,34.0,0.0,82,58,70.0,1.0,1
114,-121.9817387,37.3009534,35,9300.0,20.0,11050.0,39.0,0,35.0,0.12,65,47,56.0,1.0,0
115,-121.8905245,37.3276765,25,2900.0,17.0,5100.0,30.0,1,25.0,0.08,60,43,51.5,18.0,0
116,-121.8858966,37.3628926,40,11500.0,159.0,40150.0,43.3,0,39.7,0.03,77,53,65.0,10.0,0
117,-121.9137458,37.3207576,25,5950.0,34.0,5250.0,28.5,0,24.5,0.0,82,59,70.5,18.0,1
118,-121.7373425,37.26818152,35,5200.0,4.0,9250.0,39.0,0,35.5,0.01,77,55,66.0,11.0,1
119,-121.880227,37.29234500000001,40,7150.0,199.0,30600.0,42.0,0,38.0,0.01,74,51,62.5,9.0,0
120,-121.8215241,37.33995709,35,3600.0,26.0,20000.0,38.0,0,34.5,0.04,65,46,55.5,19.0,1
121,-122.00817109999998,37.31072396,25,3200.0,5.0,1900.0,30.0,1,25.0,0.02,80,57,68.5,18.0,1
122,-121.8877608,37.3550112,30,3800.0,35.0,10900.0,33.5,0,29.5,0.04,74,50,62.0,6.0,0
123,-121.9071507,37.3542205,25,1865.0,1.0,1600.0,25.0,0,22.0,0.04,57,40,48.5,10.0,0
124,-121.9892594,37.2900519,35,5650.0,53.0,16550.0,40.0,0,36.0,0.14,64,46,55.0,9.0,0
125,-121.8514743,37.3341986,35,8200.0,197.0,17650.0,36.3,0,32.5,0.06,71,51,61.0,23.0,1
126,-121.8524962,37.29465330000001,35,4000.0,12.0,7150.0,38.0,0,34.0,0.01,77,55,66.0,22.0,0
127,-121.9937996,37.2718659,30,3800.0,10.0,4800.0,35.0,0,32.0,0.01,78,54,66.0,8.0,0
128,-121.8060084,37.34150020000001,35,21367.0,165.0,20950.0,39.5,0,36.0,0.0,75,52,63.5,21.0,0
129,-121.987492,37.4036297,35,5000.0,15.0,13600.0,39.5,0,36.0,0.13,58,44,51.0,6.0,0
130,-121.92273059999998,37.2944347,35,2650.0,23.0,25350.0,41.0,0,37.0,0.07,61,44,52.5,12.0,0
131,-121.7836013,37.2307985,40,4920.0,10.0,11700.0,41.0,0,37.0,0.05,69,47,58.0,12.0,0
132,-121.8913254,37.3073133,25,3600.0,21.0,11700.0,29.5,0,26.5,0.05,69,47,58.0,9.0,0
133,-121.95467250000002,37.3161463,25,2450.0,7.0,1800.0,33.0,0,25.0,0.06,70,48,59.0,17.0,0
134,-121.795316,37.320056,30,3600.0,8.0,3500.0,34.5,0,30.5,0.04,72,51,61.5,16.0,0
135,-121.7880468,37.29480909999999,40,3100.0,14.0,21700.0,44.0,0,41.0,0.02,74,52,63.0,6.0,0
136,-121.8595078,37.3419449,25,2150.0,9.0,2000.0,31.0,1,25.0,0.05,72,51,61.5,14.0,0
137,-121.9111988,37.3208766,25,5950.0,34.0,5250.0,28.5,0,24.5,0.07,61,44,52.5,6.0,0
138,-121.8982229,37.4008033,35,2730.0,3.0,1450.0,39.0,0,35.0,0.13,62,47,54.5,13.0,0
139,-121.8304922,37.36474279999999,30,8658.0,110.0,23950.0,34.0,0,30.0,0.1,60,43,51.5,0.0,0
140,-121.880227,37.29234500000001,40,7150.0,199.0,30600.0,42.0,0,38.0,0.0,80,58,69.0,23.0,0
141,-121.8982855,37.2553608,35,6940.0,28.0,17850.0,38.3,0,35.0,0.01,80,56,68.0,22.0,0
142,-121.8743677,37.3336046,25,4600.0,20.0,6450.0,28.5,0,25.5,0.03,68,47,57.5,17.0,0
143,-121.8387007,37.36578133,35,3054.0,30.0,29000.0,41.0,0,36.0,0.0,81,56,68.5,19.0,1
144,-121.850014,37.365241,35,7530.0,49.0,15150.0,38.5,0,35.0,0.0,81,56,68.5,5.0,0
145,-121.8663241,37.2545815,35,2300.0,11.0,13300.0,39.0,0,36.0,0.04,64,47,55.5,7.0,0
146,-121.8567976,37.2659258,35,3440.0,8.0,7900.0,39.0,0,37.0,0.0,82,58,70.0,4.0,0
147,-121.7728118,37.2250765,45,9000.0,45.0,17100.0,47.5,0,43.3,0.0,81,57,69.0,16.0,1
148,-121.9640301,37.4313693,45,6650.0,5.0,3200.0,47.5,0,41.5,0.0,82,58,70.0,1.0,0
149,-121.921139,37.26192100000001,40,2350.0,20.0,19700.0,41.5,0,37.5,0.0,83,59,71.0,0.0,0
150,-121.8783639,37.2182497,25,1550.0,1.0,3100.0,29.0,0,27.0,0.03,62,46,54.0,16.0,0
151,-121.8528226,37.2082066,30,1800.0,1.0,1750.0,34.0,0,30.0,0.06,71,51,61.0,0.0,0
152,-121.86333940000002,37.26582582,35,3440.0,8.0,7900.0,39.0,0,37.0,0.1,59,44,51.5,21.0,1
153,-121.81515790000002,37.29138388,40,3750.0,7.0,10250.0,43.0,0,39.0,0.0,82,58,70.0,2.0,1
154,-121.8716119,37.2896076,35,1550.0,4.0,7100.0,36.0,0,33.0,0.0,81,59,70.0,2.0,0
155,-121.8868712,37.3296063,20,5500.0,55.0,8000.0,25.5,0,23.0,0.0,85,59,72.0,10.0,0
156,-121.82564920000002,37.337209,30,4040.0,15.0,4560.0,34.0,0,29.0,0.07,61,43,52.0,16.0,0
157,-121.891369,37.33878989999999,25,5050.0,51.0,5150.0,28.5,0,25.0,0.01,83,59,71.0,22.0,0
158,-121.9766007,37.290793,35,5100.0,20.0,12900.0,38.7,0,34.7,0.06,60,44,52.0,16.0,0
159,-121.804869,37.31196913,35,14500.0,300.0,23900.0,37.8,0,34.0,0.1,67,48,57.5,0.0,1
160,-121.80858870000002,37.23272460000001,25,4100.0,5.0,2500.0,34.5,1,25.0,0.06,63,45,54.0,3.0,0
161,-121.8746835,37.3164105,35,4845.0,90.0,17150.0,37.3,0,33.7,0.0,83,57,70.0,14.0,0
162,-121.9390299,37.4182216,35,3450.0,6.0,8550.0,39.5,0,36.0,0.04,65,46,55.5,15.0,0
163,-121.8687154,37.31840278,30,5000.0,50.0,7900.0,33.3,0,30.0,0.23,56,42,49.0,10.0,1
164,-121.7672198,37.2241417,30,3000.0,3.0,1500.0,32.0,0,29.0,0.0,80,58,69.0,6.0,0
165,-121.8739225,37.35000820000001,25,4980.0,7.0,4500.0,29.5,0,28.0,0.03,72,49,60.5,11.0,0
166,-121.9754199,37.3231708,30,3000.0,44.0,15000.0,37.0,0,32.0,0.0,81,56,68.5,22.0,0
167,-121.8951134,37.37572765,40,1850.0,1.0,2050.0,38.0,0,34.0,0.06,71,48,59.5,14.0,1
168,-122.0321972,37.2939492,40,11650.0,32.0,16250.0,40.5,0,37.5,0.1,60,43,51.5,21.0,0
169,-121.90867079999998,37.3236648,25,920.0,4.0,2900.0,28.0,0,25.0,0.0,83,57,70.0,12.0,0
170,-121.9765912,37.2818466,30,2050.0,6.0,11500.0,35.0,0,32.5,0.07,69,48,58.5,15.0,0
171,-121.852925,37.2503878,40,6400.0,87.0,34600.0,43.0,0,39.0,0.07,63,45,54.0,11.0,0
172,-121.7850024,37.2960774,40,3920.0,9.0,2950.0,43.5,0,40.5,0.0,75,52,63.5,21.0,0
173,-121.9136302,37.30093460000001,35,8400.0,107.0,29250.0,38.0,0,34.5,0.0,85,59,72.0,5.0,0
174,-121.9312611,37.2434173,35,2600.0,22.0,20200.0,40.0,0,36.0,0.0,83,58,70.5,2.0,0
175,-121.88853590000002,37.3309086,25,1500.0,21.0,6350.0,26.0,0,23.0,0.02,79,54,66.5,20.0,0
176,-121.8497527,37.405597,30,8100.0,3.0,750.0,32.5,0,29.0,0.01,77,55,66.0,1.0,0
177,-121.9137487,37.310788,30,850.0,7.0,8250.0,31.0,0,28.0,0.02,61,43,52.0,14.0,0
178,-121.9766573,37.28360610000001,30,3100.0,6.0,1150.0,31.0,0,27.0,0.14,64,46,55.0,11.0,0
179,-121.7870587,37.32484443,40,9000.0,27.0,15200.0,43.5,0,39.0,0.03,71,51,61.0,7.0,1
180,-121.9286039,37.34347446,25,1300.0,5.0,2050.0,29.0,0,36.0,0.06,66,47,56.5,18.0,1
181,-121.8025008,37.3666442,25,750.0,0.0,2250.0,29.0,0,25.0,0.1,60,43,51.5,16.0,0
182,-121.7850019,37.2229777,25,3500.0,11.0,3100.0,30.0,0,26.0,0.08,60,43,51.5,16.0,0
183,-121.95980159999998,37.31607292,30,2600.0,3.0,1600.0,31.0,0,27.0,0.03,73,53,63.0,18.0,1
184,-121.8690852,37.29828079999999,25,3520.0,9.0,3550.0,30.0,0,26.0,0.0,82,59,70.5,6.0,0
185,-121.9289375,37.3639472,25,2000.0,36.0,10000.0,29.0,1,25.0,0.0,78,56,67.0,4.0,0
186,-121.9500108,37.2960173,40,7300.0,96.0,26650.0,42.0,0,37.3,0.0,81,56,68.5,18.0,0
187,-121.795402,37.3380722,25,2900.0,5.0,2200.0,32.0,1,25.0,0.0,82,57,69.5,23.0,0
188,-121.9612092,37.3013807,30,2640.0,5.0,1700.0,31.5,0,28.0,0.07,61,43,52.0,14.0,0
189,-121.8745421,37.4158918,35,6200.0,26.0,12000.0,38.7,0,34.7,0.0,82,60,71.0,14.0,0
190,-121.7734965,37.2294357,25,4000.0,8.0,2700.0,27.0,0,23.5,0.0,82,59,70.5,12.0,0
191,-121.867204,37.2148343,25,2380.0,0.0,1300.0,29.5,0,25.5,0.0,70,49,59.5,3.0,0
192,-121.88853590000002,37.3309086,25,3900.0,95.0,24300.0,30.0,0,25.5,0.13,62,47,54.5,19.0,0
193,-121.7301009,37.20762421,45,10240.0,103.0,39950.0,47.0,0,42.0,0.06,67,48,57.5,16.0,1
194,-121.9237648,37.31638983,35,8250.0,72.0,9950.0,40.0,0,36.0,0.07,61,43,52.0,17.0,1
195,-121.866632,37.3001003,40,4100.0,17.0,9100.0,39.7,0,36.0,0.22,63,45,54.0,13.0,0
196,-121.9598039,37.3168552,25,2350.0,4.0,700.0,30.0,0,26.0,0.0,83,59,71.0,7.0,0
197,-121.8375767,37.34365975,25,4050.0,15.0,4300.0,29.0,0,26.0,0.03,64,46,55.0,19.0,1
198,-121.8822238,37.3189301,30,5000.0,50.0,7900.0,33.3,0,30.0,0.03,59,43,51.0,12.0,1
199,-121.8582982,37.30073865,40,1400.0,46.0,35400.0,45.0,0,40.0,0.0,81,57,69.0,19.0,1
200,-121.9192495,37.3376264,35,3100.0,28.0,10300.0,38.0,0,34.0,0.08,61,44,52.5,21.0,0
201,-121.9390299,37.4182216,35,3450.0,6.0,8550.0,39.5,0,36.0,0.0,83,57,70.0,21.0,0
202,-121.9129923,37.2362739,25,5000.0,6.0,3100.0,31.0,0,28.3,0.04,66,47,56.5,1.0,0
203,-121.92231509999998,37.2673117,35,5975.0,46.0,13150.0,38.5,0,35.0,0.0,78,57,67.5,3.0,0
204,-121.9137487,37.310788,30,850.0,7.0,8250.0,31.0,0,28.0,0.03,60,42,51.0,17.0,0
205,-121.7669875,37.3273564,35,2900.0,0.0,1150.0,39.0,0,35.0,0.0,82,58,70.0,13.0,0
206,-121.8708754,37.3587045,30,4700.0,12.0,3900.0,33.5,0,30.0,0.0,81,56,68.5,20.0,0
207,-121.8225077,37.35981405,30,2400.0,11.0,3500.0,36.0,0,30.0,0.0,82,59,70.5,13.0,1
208,-121.9943111,37.2806583,35,3200.0,26.0,16720.0,39.0,0,34.0,0.09,58,41,49.5,16.0,0
209,-121.8676917,37.246838,30,2100.0,8.0,3150.0,34.0,0,31.0,0.09,66,48,57.0,16.0,0
210,-121.8188095,37.3376555,35,3520.0,9.0,4100.0,38.5,0,35.0,0.1,59,43,51.0,19.0,0
211,-121.8802822,37.29683789999999,25,1200.0,1.0,2600.0,28.0,0,25.0,0.01,79,56,67.5,11.0,0
212,-121.8496134,37.26560409,35,3350.0,24.0,8250.0,40.0,0,35.0,0.02,61,43,52.0,2.0,1
213,-121.9289375,37.3639472,35,2500.0,13.0,18350.0,39.0,0,35.0,0.03,70,49,59.5,16.0,0
214,-121.9017718,37.29201920000001,25,6500.0,5.0,1000.0,27.5,0,24.0,0.0,81,57,69.0,17.0,0
215,-121.8761031,37.2590082,35,13450.0,54.0,7200.0,37.3,0,33.3,0.0,84,58,71.0,9.0,0
216,-121.8768302,37.26301,40,5290.0,19.0,21000.0,43.0,0,40.3,0.07,59,42,50.5,4.0,0
217,-122.0321566,37.3122672,35,5650.0,18.0,15700.0,40.0,0,36.5,0.11,65,46,55.5,1.0,0
218,-121.8564194,37.4158982,25,760.0,1.0,1050.0,29.0,0,26.0,0.0,82,58,70.0,11.0,0
219,-121.8080068,37.2686473,25,6050.0,8.0,1600.0,25.0,0,21.0,0.02,73,52,62.5,0.0,0
220,-121.93194409999998,37.3161475,35,2960.0,56.0,23700.0,39.5,0,33.5,0.11,59,44,51.5,9.0,0
221,-121.8694729,37.366806200000006,40,6650.0,32.0,12400.0,41.5,0,38.0,0.0,83,58,70.5,5.0,0
222,-121.866632,37.3001003,40,4100.0,17.0,9100.0,39.7,0,36.0,0.06,71,51,61.0,17.0,0
223,-121.8595982,37.3905034,30,1850.0,9.0,3250.0,33.0,1,29.0,0.08,66,48,57.0,13.0,0
224,-121.842445,37.3904627,35,5500.0,42.0,13600.0,38.3,0,34.0,0.04,57,40,48.5,4.0,0
225,-121.8903011,37.2593936,30,5400.0,9.0,3850.0,34.5,0,31.0,0.02,70,49,59.5,15.0,0
226,-121.9136302,37.30093460000001,35,8400.0,107.0,29250.0,38.0,0,34.5,0.03,62,46,54.0,7.0,0
227,-121.9052229,37.36153995,25,1865.0,1.0,1600.0,25.0,0,22.0,0.0,70,49,59.5,10.0,1
228,-121.8588003,37.25028029999999,40,20000.0,120.0,22100.0,45.0,0,40.5,0.09,61,44,52.5,19.0,0
229,-121.8775357,37.3359996,25,2260.0,10.0,2700.0,27.5,0,23.5,0.06,60,44,52.0,8.0,0
230,-121.91379740000002,37.3258949,30,7475.0,30.0,10000.0,33.0,0,29.5,0.0,82,58,70.0,20.0,0
231,-121.7850024,37.2960774,45,3740.0,26.0,25700.0,48.0,0,43.5,0.01,74,52,63.0,9.0,0
232,-121.8349458,37.3315188,40,6745.0,76.0,15100.0,42.5,0,38.5,0.0,81,57,69.0,5.0,0
233,-121.9085612,37.26998268,25,6400.0,2.0,2050.0,29.3,0,28.0,0.09,76,53,64.5,19.0,1
234,-121.95467250000002,37.3161463,25,2450.0,7.0,1800.0,33.0,0,25.0,0.09,66,47,56.5,11.0,0
