,Unnamed: 0,LONGITUDE,LATITUDE,SPD,LEN,ACC,VOL,F85th,LOCAL,F50th,Precip,Air max,min,obs,year,month,day,hour,Accident
721,1315,37.30093460000001,-121.91363020000001,35,8400.0,107.0,29250.0,38.0,0,34.5,0.01,70,48,59.0,2017.0,11.0,2.0,23.0,0
722,394,-121.890593,37.40331799,40,5570.0,116.0,42900.0,42.5,0,39.0,0.0,82,58,70.0,2015.0,9.0,4.0,6.0,1
723,46,-121.8491063,37.30932616,35,4000.0,12.0,7150.0,38.0,0,34.0,0.07,69,48,58.5,2013.0,4.0,4.0,5.0,1
724,773,-121.90348359999999,37.22581281,40,10750.0,27.0,9900.0,43.0,0,39.3,0.0,82,58,70.0,2017.0,7.0,27.0,8.0,1
725,836,-121.8501331,37.36526377,35,7530.0,49.0,15150.0,38.5,0,35.0,0.07,61,44,52.5,2017.0,12.0,8.0,21.0,1
726,768,-121.7057209,37.18398829,45,10240.0,103.0,39950.0,47.0,0,42.0,0.0,83,58,70.5,2017.0,7.0,9.0,15.0,1
727,25,-121.9360269,37.32708563,35,3800.0,14.0,6050.0,36.5,0,33.0,0.14,64,46,55.0,2013.0,2.0,25.0,18.0,1
728,490,-121.86179579999998,37.34554119,35,4000.0,43.0,11400.0,37.0,0,34.0,0.08,64,46,55.0,2016.0,2.0,26.0,16.0,1
729,549,-121.88164850000001,37.32610041,30,3100.0,24.0,14650.0,34.0,0,30.0,0.0,83,58,70.5,2016.0,7.0,1.0,23.0,1
730,181,-121.7675699,37.23482217,45,14200.0,170.0,31100.0,49.7,0,43.7,0.1,61,44,52.5,2014.0,2.0,6.0,18.0,1
731,157,-121.8684342,37.31088714,25,2010.0,2.0,1550.0,28.5,0,23.5,0.1,57,41,49.0,2013.0,12.0,20.0,19.0,1
732,1124,37.2659258,-121.85679760000001,35,3440.0,8.0,7900.0,39.0,0,37.0,0.02,74,52,63.0,2017.0,5.0,6.0,6.0,0
733,701,-121.98111499999999,37.32313437,30,3000.0,44.0,15000.0,37.0,0,32.0,0.11,65,46,55.5,2017.0,3.0,9.0,0.0,1
734,68,-121.91546979999998,37.36947755,30,1080.0,1.0,3800.0,33.0,0,29.0,0.06,74,52,63.0,2013.0,5.0,16.0,16.0,1
735,475,-121.8526636,37.34985447,35,4000.0,43.0,11400.0,37.0,0,34.0,0.04,61,42,51.5,2016.0,1.0,30.0,2.0,1
736,1165,37.296077399999994,-121.7850024,45,3740.0,26.0,25700.0,48.0,0,43.5,0.04,72,51,61.5,2015.0,4.0,21.0,3.0,0
737,1340,37.31592550000001,-121.97604009999998,40,7500.0,32.0,13550.0,44.5,0,41.5,0.0,80,56,68.0,2014.0,6.0,18.0,5.0,0
738,1121,37.299331,-121.771281,40,7775.0,13.0,10750.0,44.3,0,40.3,0.0,83,59,71.0,2017.0,8.0,6.0,5.0,0
739,655,-121.83085659999999,37.35530335,35,6500.0,66.0,23300.0,39.7,0,35.3,0.1,59,44,51.5,2016.0,12.0,11.0,4.0,1
740,977,37.329606299999995,-121.8868712,20,5500.0,55.0,8000.0,25.5,0,23.0,0.0,82,58,70.0,2013.0,7.0,28.0,15.0,0
741,81,-121.9085127,37.32102331,25,5950.0,34.0,5250.0,28.5,0,24.5,0.0,80,55,67.5,2013.0,6.0,13.0,9.0,1
742,877,37.24963890000001,-121.8569206,30,5280.0,2.0,400.0,32.0,1,28.0,0.03,72,51,61.5,2016.0,10.0,27.0,18.0,0
743,620,-121.9310773,37.32340008,35,9250.0,144.0,23300.0,37.0,0,32.7,0.03,72,53,62.5,2016.0,10.0,25.0,17.0,1
744,588,-121.88008729999999,37.29232976,40,7150.0,199.0,30600.0,42.0,0,38.0,0.0,83,58,70.5,2016.0,9.0,5.0,23.0,1
745,590,-121.9045531,37.31158955,25,2600.0,8.0,3500.0,31.0,1,25.0,0.0,83,58,70.5,2016.0,9.0,5.0,17.0,1
746,332,-121.83110049999999,37.265984499999995,40,8070.0,32.0,19050.0,43.7,0,40.3,0.03,69,49,59.0,2015.0,4.0,6.0,8.0,1
747,4,-121.88363229999999,37.32685645,20,3250.0,33.0,4300.0,21.5,0,19.5,0.12,58,42,50.0,2013.0,1.0,7.0,2.0,1
748,749,-121.78368970000001,37.26029487,35,2000.0,0.0,1250.0,39.0,0,34.0,0.01,77,55,66.0,2017.0,6.0,3.0,19.0,1
749,197,-121.95013090000002,37.31609336,40,2800.0,41.0,24600.0,41.0,0,38.0,0.06,71,48,59.5,2014.0,4.0,13.0,0.0,1
750,196,-121.8341514,37.28393095,30,2300.0,21.0,4800.0,34.0,0,29.0,0.02,70,47,58.5,2014.0,4.0,9.0,1.0,1
751,73,-121.810848,37.30713475,35,3600.0,46.0,22900.0,39.0,0,34.0,0.01,76,54,65.0,2013.0,5.0,20.0,7.0,1
752,268,-121.87956570000001,37.27506415,40,10700.0,62.0,23900.0,44.0,0,40.7,0.0,70,49,59.5,2014.0,11.0,4.0,7.0,1
753,1015,37.2602948,-121.85460800000001,30,2150.0,3.0,2900.0,34.0,0,31.0,0.0,78,54,66.0,2015.0,6.0,12.0,14.0,0
754,1052,37.262181,-121.81351799999999,25,1475.0,6.0,2900.0,28.0,0,24.0,0.0,80,55,67.5,2016.0,6.0,13.0,0.0,0
755,20,-121.8639081,37.35351921,25,5050.0,51.0,5150.0,28.5,0,25.0,0.09,63,46,54.5,2013.0,2.0,13.0,4.0,1
756,49,-121.84068290000002,37.35554407,35,8200.0,196.0,28850.0,40.5,0,36.5,0.05,69,48,58.5,2013.0,4.0,8.0,12.0,1
757,0,-121.93737949999999,37.25063906,35,4250.0,16.0,19900.0,39.0,0,35.0,0.17,58,42,50.0,2013.0,1.0,2.0,14.0,1
758,605,-121.85829820000001,37.30073865,40,1400.0,46.0,35400.0,45.0,0,40.0,0.0,78,54,66.0,2016.0,10.0,3.0,16.0,1
759,569,-121.84766699999999,37.30796347,30,3900.0,23.0,6250.0,32.5,0,29.5,0.0,82,58,70.0,2016.0,7.0,27.0,8.0,1
760,682,-121.91352020000001,37.28266465,35,10250.0,82.0,17700.0,39.0,0,35.3,0.09,62,43,52.5,2017.0,2.0,4.0,9.0,1
761,839,-121.84766699999999,37.30796347,30,3900.0,23.0,6250.0,32.5,0,29.5,0.13,58,44,51.0,2017.0,12.0,14.0,19.0,1
762,75,-121.93844750000001,37.250632700000004,35,3900.0,6.0,8300.0,38.0,0,34.0,0.01,77,55,66.0,2013.0,5.0,24.0,7.0,1
763,937,37.2659258,-121.85679760000001,35,3440.0,8.0,7900.0,39.0,0,37.0,0.09,63,46,54.5,2014.0,3.0,4.0,14.0,0
764,859,37.2148343,-121.867204,25,2380.0,0.0,1300.0,29.5,0,25.5,0.11,65,46,55.5,2016.0,3.0,6.0,15.0,0
765,389,-121.78368970000001,37.26029487,35,2000.0,0.0,1250.0,39.0,0,34.0,0.0,82,58,70.0,2015.0,8.0,22.0,18.0,1
766,1209,37.29443610000001,-121.9136179,35,2700.0,24.0,14550.0,38.0,0,35.0,0.01,80,57,68.5,2014.0,9.0,9.0,4.0,0
767,364,-121.8343821,37.34883176,35,8350.0,140.0,20900.0,38.0,0,33.7,0.0,81,56,68.5,2015.0,6.0,21.0,6.0,1
768,888,37.42596760000001,-121.97480320000001,25,460.0,0.0,1200.0,26.0,0,22.0,0.17,66,47,56.5,2016.0,3.0,10.0,1.0,0
769,168,-121.7943842,37.33677365,25,2900.0,5.0,2200.0,32.0,1,25.0,0.04,58,42,50.0,2014.0,1.0,11.0,18.0,1
770,42,-121.8372551,37.29810428,30,3900.0,23.0,6250.0,32.5,0,29.5,0.04,71,48,59.5,2013.0,3.0,31.0,23.0,1
771,904,37.32332810000001,-121.9318754,35,9250.0,144.0,23300.0,37.0,0,32.7,0.01,76,52,64.0,2014.0,10.0,17.0,17.0,0
772,1078,37.3438629,-121.87435420000001,25,4300.0,82.0,16100.0,30.0,0,26.5,0.08,59,42,50.5,2015.0,12.0,18.0,16.0,0
773,212,-121.8716008,37.22211732,35,1600.0,13.0,15800.0,36.0,0,33.0,0.0,77,55,66.0,2014.0,6.0,11.0,21.0,1
774,704,-121.90166370000001,37.30927091,30,3775.0,19.0,11300.0,32.5,0,29.5,0.06,67,48,57.5,2017.0,3.0,16.0,2.0,1
775,478,-121.8486271,37.3456072,35,4000.0,43.0,11400.0,37.0,0,34.0,0.1,61,45,53.0,2016.0,2.0,9.0,7.0,1
776,584,-121.8673274,37.22135797,35,1600.0,13.0,15800.0,36.0,0,33.0,0.0,85,59,72.0,2016.0,8.0,28.0,21.0,1
777,72,-121.8316537,37.37004076,30,2400.0,11.0,3500.0,36.0,0,30.0,0.01,76,54,65.0,2013.0,5.0,20.0,21.0,1
778,1188,37.2278136,-121.79917830000001,25,3550.0,10.0,2900.0,30.0,0,27.5,0.0,81,58,69.5,2013.0,6.0,28.0,18.0,0
779,434,-121.8174038,37.26463694,25,1475.0,6.0,2900.0,28.0,0,24.0,0.04,64,47,55.5,2015.0,11.0,18.0,19.0,1
780,870,37.3279153,-121.93201599999999,35,5040.0,19.0,11900.0,38.0,0,34.5,0.0,83,58,70.5,2017.0,8.0,1.0,6.0,0
781,250,-121.8273548,37.32136911,35,6000.0,15.0,6250.0,39.5,0,35.0,0.02,80,57,68.5,2014.0,9.0,24.0,0.0,1
782,739,-121.89427240000002,37.25745548,30,5400.0,9.0,3850.0,34.5,0,31.0,0.01,74,52,63.0,2017.0,5.0,8.0,14.0,1
783,488,-121.90415349999999,37.22756503,40,10750.0,27.0,9900.0,43.0,0,39.3,0.07,63,45,54.0,2016.0,2.0,20.0,21.0,1
784,256,-121.88202609999999,37.31498229,35,8034.0,36.0,13500.0,38.5,0,35.5,0.02,77,55,66.0,2014.0,10.0,4.0,15.0,1
785,109,-121.90621780000001,37.32622722,25,920.0,4.0,2900.0,28.0,0,25.0,0.0,82,59,70.5,2013.0,8.0,14.0,14.0,1
786,628,-121.9052229,37.36153995,25,1865.0,1.0,1600.0,25.0,0,22.0,0.0,70,49,59.5,2016.0,11.0,4.0,10.0,1
787,672,-121.86437360000001,37.40106143,35,7300.0,28.0,14300.0,39.5,0,35.5,0.1,59,42,50.5,2017.0,1.0,23.0,23.0,1
788,390,-121.8410426,37.26599971,35,3350.0,24.0,8250.0,40.0,0,35.0,0.0,82,58,70.0,2015.0,8.0,23.0,14.0,1
789,849,-121.8735851,37.29371094,30,800.0,8.0,2250.0,31.0,0,28.0,0.04,57,40,48.5,2017.0,12.0,24.0,16.0,1
790,818,-121.86236670000001,37.37014261,30,4000.0,8.0,4800.0,32.0,0,28.5,0.04,76,53,64.5,2017.0,10.0,12.0,15.0,1
791,1048,37.2784989,-121.8782507,35,1950.0,14.0,10100.0,38.0,0,34.0,0.0,80,58,69.0,2014.0,8.0,18.0,12.0,0
792,355,-121.8270195,37.35083834,35,8200.0,196.0,28850.0,40.5,0,36.5,0.01,76,55,65.5,2015.0,6.0,6.0,7.0,1
793,267,-121.83760339999999,37.37376234,35,8200.0,197.0,17650.0,36.3,0,32.5,0.02,69,50,59.5,2014.0,10.0,31.0,0.0,1
794,231,-121.82901070000001,37.27245836,35,1925.0,9.0,8700.0,39.0,0,34.0,0.0,83,58,70.5,2014.0,8.0,16.0,15.0,1
795,204,-121.92858390000002,37.354703,35,7200.0,7.0,14450.0,41.0,0,37.0,0.02,73,51,62.0,2014.0,5.0,1.0,20.0,1
796,276,-121.8870996,37.33532373,25,8166.0,47.0,8750.0,29.0,0,25.7,0.09,61,44,52.5,2014.0,11.0,24.0,9.0,1
797,13,-121.84079640000002,37.27576619,40,2350.0,18.0,13750.0,43.0,0,39.0,0.06,60,44,52.0,2013.0,1.0,28.0,7.0,1
798,341,-121.8722208,37.37104422,40,6650.0,32.0,12400.0,41.5,0,38.0,0.06,71,51,61.0,2015.0,4.0,20.0,10.0,1
799,843,-121.8902983,37.25937706,30,5400.0,9.0,3850.0,34.5,0,31.0,0.08,59,42,50.5,2017.0,12.0,18.0,2.0,1
800,964,37.3376264,-121.9192495,35,3100.0,28.0,10300.0,38.0,0,34.0,0.06,71,48,59.5,2015.0,4.0,13.0,17.0,0
801,466,-121.90828390000001,37.26682026,30,5000.0,5.0,2350.0,33.0,0,29.0,0.09,58,41,49.5,2016.0,1.0,12.0,8.0,1
802,149,-121.9237648,37.31638983,35,8250.0,72.0,9950.0,40.0,0,36.0,0.07,61,43,52.0,2013.0,12.0,1.0,17.0,1
803,492,-121.88680359999998,37.26447066,35,13450.0,54.0,7200.0,37.3,0,33.3,0.04,65,46,55.5,2016.0,2.0,28.0,2.0,1
804,385,-121.86228100000001,37.22165055,35,4550.0,14.0,4550.0,39.0,0,35.0,0.02,79,58,68.5,2015.0,8.0,20.0,16.0,1
805,237,-121.85888359999998,37.25283731,35,2300.0,11.0,13300.0,39.0,0,36.0,0.0,85,59,72.0,2014.0,8.0,28.0,2.0,1
806,533,-121.83071140000001,37.19669448,40,3250.0,6.0,5300.0,42.0,0,38.0,0.01,76,54,65.0,2016.0,5.0,29.0,20.0,1
807,1045,37.31592550000001,-121.97604009999998,35,3150.0,140.0,49450.0,39.0,0,35.0,0.15,63,47,55.0,2015.0,3.0,3.0,7.0,0
808,1328,37.361957000000004,-121.885939,30,1580.0,1.0,3900.0,32.0,0,29.0,0.02,74,52,63.0,2013.0,5.0,4.0,19.0,0
809,527,-121.86119099999999,37.3035989,40,4100.0,17.0,9100.0,39.7,0,36.0,0.02,75,53,64.0,2016.0,5.0,15.0,14.0,1
810,206,-121.9448632,37.40922508,35,5000.0,15.0,13600.0,39.5,0,36.0,0.02,73,52,62.5,2014.0,5.0,2.0,16.0,1
811,370,-121.78108519999999,37.32208738,35,9000.0,37.0,7050.0,41.3,0,36.0,0.0,83,58,70.5,2015.0,7.0,10.0,10.0,1
812,769,-121.9291581,37.40380312,35,7600.0,8.0,6500.0,38.0,0,32.7,0.0,83,58,70.5,2017.0,7.0,10.0,8.0,1
813,249,-121.86119099999999,37.3035989,40,4100.0,17.0,9100.0,39.7,0,36.0,0.02,82,57,69.5,2014.0,9.0,22.0,0.0,1
814,393,-121.9129416,37.39810799,45,10360.0,58.0,29400.0,47.5,0,43.0,0.0,84,59,71.5,2015.0,8.0,31.0,20.0,1
815,1002,37.3462475,-121.9152125,40,6230.0,41.0,31600.0,46.0,0,42.0,0.08,61,43,52.0,2016.0,11.0,26.0,6.0,0
816,238,-121.992282,37.30972575,35,12800.0,45.0,7300.0,39.3,0,35.7,0.0,85,59,72.0,2014.0,8.0,28.0,20.0,1
817,1290,37.2532013,-121.9026889,30,5000.0,5.0,2350.0,33.0,0,29.0,0.09,63,46,54.5,2016.0,3.0,4.0,19.0,0
818,190,-121.86234950000001,37.34957123,25,7300.0,21.0,2600.0,29.7,0,27.0,0.06,67,48,57.5,2014.0,3.0,16.0,0.0,1
819,379,-121.83459640000001,37.25117468,40,10800.0,188.0,37000.0,47.0,0,42.5,0.0,83,59,71.0,2015.0,8.0,6.0,6.0,1
820,319,-121.9396088,37.27251215,35,7500.0,37.0,15350.0,39.7,0,36.7,0.06,65,46,55.5,2015.0,3.0,7.0,18.0,1
821,918,37.26896230000001,-121.8337982,35,1925.0,9.0,8700.0,39.0,0,34.0,0.03,69,47,58.0,2015.0,4.0,5.0,14.0,0
822,19,-121.8933384,37.31344108,25,2700.0,4.0,1200.0,27.5,0,24.0,0.15,63,45,54.0,2013.0,2.0,12.0,16.0,1
823,386,-121.8547316,37.30357533,35,8034.0,36.0,13500.0,38.5,0,35.5,0.0,80,57,68.5,2015.0,8.0,21.0,18.0,1
824,17,-121.8446173,37.35958425,35,7530.0,49.0,15150.0,38.5,0,35.0,0.1,61,44,52.5,2013.0,2.0,6.0,19.0,1
825,317,-121.78309070000002,37.29283113,45,20800.0,48.0,15550.0,50.3,0,45.3,0.08,63,48,55.5,2015.0,3.0,1.0,6.0,1
826,1044,37.3461716,-121.8198845,30,2600.0,25.0,6150.0,33.5,0,29.5,0.0,77,55,66.0,2014.0,6.0,7.0,5.0,0
827,758,-121.73010090000001,37.20762421,45,10240.0,103.0,39950.0,47.0,0,42.0,0.0,83,57,70.0,2017.0,6.0,22.0,22.0,1
828,1139,37.247494700000004,-121.95032069999999,30,5525.0,6.0,2550.0,33.0,0,29.5,0.0,77,53,65.0,2016.0,10.0,14.0,18.0,0
829,796,-121.8200668,37.34074263,35,3600.0,26.0,20000.0,38.0,0,34.5,0.0,82,57,69.5,2017.0,9.0,11.0,23.0,1
830,876,37.412397799999994,-121.93701999999999,45,4200.0,17.0,21000.0,49.0,0,44.0,0.03,72,51,61.5,2016.0,10.0,27.0,18.0,0
831,602,-121.88606270000001,37.32894173,25,3900.0,95.0,24300.0,30.0,0,25.5,0.02,79,56,67.5,2016.0,9.0,30.0,23.0,1
832,16,-121.98111499999999,37.32313437,30,3000.0,44.0,15000.0,37.0,0,32.0,0.09,62,43,52.5,2013.0,2.0,4.0,20.0,1
833,922,37.3904627,-121.842445,35,5500.0,42.0,13600.0,38.3,0,34.0,0.07,61,44,52.5,2013.0,11.0,25.0,8.0,0
834,351,-121.98292109999998,37.29967699,35,9300.0,20.0,11050.0,39.0,0,35.0,0.06,75,55,65.0,2015.0,5.0,27.0,18.0,1
835,553,-121.9228096,37.35182109,40,6230.0,41.0,31600.0,46.0,0,42.0,0.0,82,57,69.5,2016.0,7.0,6.0,14.0,1
836,497,-121.8270195,37.35083834,35,8200.0,196.0,28850.0,40.5,0,36.5,0.12,63,47,55.0,2016.0,3.0,5.0,23.0,1
837,227,-121.779352,37.24123064,40,4920.0,10.0,11700.0,41.0,0,37.0,0.0,81,58,69.5,2014.0,7.0,29.0,0.0,1
838,613,-121.81130859999999,37.33979386,35,21367.0,165.0,20950.0,39.5,0,36.0,0.02,75,52,63.5,2016.0,10.0,15.0,18.0,1
839,508,-121.93165490000001,37.28018572,40,4250.0,56.0,20400.0,43.0,0,39.0,0.08,68,48,58.0,2016.0,4.0,3.0,0.0,1
840,114,-121.8755926,37.36271984,40,6650.0,32.0,12400.0,41.5,0,38.0,0.0,82,58,70.0,2013.0,9.0,4.0,11.0,1
841,258,-121.86270320000001,37.35674946,35,8200.0,197.0,17650.0,36.3,0,32.5,0.09,76,53,64.5,2014.0,10.0,13.0,19.0,1
842,1270,37.251385299999995,-121.83075840000001,40,10500.0,97.0,22100.0,44.0,0,40.3,0.09,66,48,57.0,2017.0,11.0,8.0,8.0,0
843,186,-121.8308509,37.25129318,40,10800.0,188.0,37000.0,47.0,0,42.5,0.12,63,47,55.0,2014.0,3.0,5.0,20.0,1
844,217,-121.90269369999999,37.31070086,30,3775.0,19.0,11300.0,32.5,0,29.5,0.0,81,57,69.0,2014.0,6.0,23.0,21.0,1
845,925,37.2633678,-121.78806680000001,45,9280.0,2.0,3600.0,48.3,0,43.3,0.03,59,43,51.0,2017.0,1.0,8.0,14.0,0
846,524,-121.9167808,37.26360981,40,2350.0,20.0,19700.0,41.5,0,37.5,0.01,75,51,63.0,2016.0,5.0,12.0,1.0,1
847,822,-121.8523966,37.39728755,35,2580.0,6.0,1100.0,38.0,0,32.5,0.01,76,52,64.0,2017.0,10.0,17.0,7.0,1
848,914,37.3462475,-121.9152125,40,6230.0,41.0,31600.0,46.0,0,42.0,0.08,61,43,52.0,2017.0,11.0,26.0,0.0,0
849,118,-121.7989027,37.25723443,45,14200.0,170.0,31100.0,49.7,0,43.7,0.01,80,57,68.5,2013.0,9.0,17.0,6.0,1
850,344,-121.8605739,37.38656307,35,5800.0,27.0,13150.0,39.7,0,35.3,0.05,73,51,62.0,2015.0,4.0,29.0,11.0,1
851,746,-121.88212970000001,37.40332487,35,8700.0,47.0,13850.0,40.0,0,36.0,0.01,77,55,66.0,2017.0,5.0,24.0,10.0,1
852,1144,37.32918799999999,-121.9010384,25,8166.0,47.0,8750.0,29.0,0,25.7,0.08,60,43,51.5,2014.0,11.0,28.0,2.0,0
853,583,-121.73641699999999,37.20113363,50,13100.0,22.0,6500.0,55.5,0,48.5,0.0,84,58,71.0,2016.0,8.0,27.0,3.0,1
854,479,-121.98569690000001,37.29726007,35,9300.0,20.0,11050.0,39.0,0,35.0,0.12,62,44,53.0,2016.0,2.0,10.0,17.0,1
855,1028,37.246019,-121.8038778,30,5580.0,7.0,3850.0,36.0,0,31.8,0.02,70,49,59.5,2017.0,4.0,15.0,4.0,0
856,431,-121.83266029999999,37.34699098,35,8350.0,140.0,20900.0,38.0,0,33.7,0.13,66,49,57.5,2015.0,11.0,10.0,18.0,1
857,477,-121.8726447,37.29101768,35,1550.0,4.0,7100.0,36.0,0,33.0,0.1,61,45,53.0,2016.0,2.0,9.0,19.0,1
858,552,-121.9170763,37.36532319,35,2200.0,8.0,10400.0,38.0,0,33.0,0.0,83,57,70.0,2016.0,7.0,4.0,7.0,1
859,296,-121.7915371,37.31397077,40,10990.0,71.0,25800.0,43.7,0,39.3,0.1,60,43,51.5,2015.0,1.0,18.0,5.0,1
860,1008,37.386710799999996,-121.83190359999999,25,1980.0,3.0,1500.0,35.0,1,25.0,0.1,67,49,58.0,2015.0,3.0,21.0,8.0,0
861,334,-121.8755926,37.36271984,40,6650.0,32.0,12400.0,41.5,0,38.0,0.05,69,48,58.5,2015.0,4.0,8.0,15.0,1
862,399,-121.8922913,37.36809622,35,3200.0,35.0,24100.0,36.0,0,33.0,0.01,81,58,69.5,2015.0,9.0,13.0,5.0,1
863,21,-121.77439809999998,37.23883149,40,1850.0,6.0,17600.0,42.0,0,36.0,0.22,63,45,54.0,2013.0,2.0,14.0,13.0,1
864,1179,37.2944271,-121.93179450000001,35,6000.0,52.0,22150.0,39.0,0,35.5,0.0,82,58,70.0,2014.0,7.0,3.0,17.0,0
865,779,-121.9123321,37.28034273,35,7500.0,37.0,15350.0,39.7,0,36.7,0.0,82,59,70.5,2017.0,8.0,2.0,16.0,1
866,188,-121.9038095,37.24014065,35,5480.0,16.0,11550.0,40.0,0,36.0,0.12,67,46,56.5,2014.0,3.0,15.0,17.0,1
867,657,-121.86485929999999,37.34404659,35,4000.0,43.0,11400.0,37.0,0,34.0,0.12,58,43,50.5,2016.0,12.0,12.0,19.0,1
868,733,-121.9726887,37.2862273,35,2300.0,5.0,22800.0,38.0,0,34.0,0.05,72,51,61.5,2017.0,4.0,28.0,18.0,1
869,1287,37.290051899999995,-121.98925940000001,35,5650.0,53.0,16550.0,40.0,0,36.0,0.03,62,46,54.0,2013.0,11.0,21.0,23.0,0
870,463,-121.84331740000002,37.31591186,35,8000.0,75.0,8050.0,41.0,0,37.0,0.12,57,41,49.0,2015.0,12.0,27.0,15.0,1
871,293,-121.8701071,37.31257391,25,3000.0,31.0,6350.0,30.5,0,27.5,0.03,59,43,51.0,2015.0,1.0,8.0,18.0,1
872,576,-121.8740384,37.36374547,40,6650.0,32.0,12400.0,41.5,0,38.0,0.0,83,59,71.0,2016.0,8.0,6.0,6.0,1
873,1047,37.391173200000004,-121.86550359999998,35,6150.0,30.0,8400.0,38.5,0,35.0,0.15,63,47,55.0,2015.0,3.0,3.0,18.0,0
874,816,-121.8038489,37.23938306,40,9385.0,11.0,10850.0,44.0,0,40.0,0.02,79,54,66.5,2017.0,10.0,9.0,20.0,1
875,381,-121.7619878,37.21972279,50,13100.0,14.0,4450.0,54.3,0,49.3,0.0,85,60,72.5,2015.0,8.0,8.0,0.0,1
876,156,-121.8690844,37.29838356,25,3520.0,9.0,3550.0,30.0,0,26.0,0.06,59,41,50.0,2013.0,12.0,17.0,2.0,1
877,62,-121.9223341,37.26175374,25,6973.0,14.0,1900.0,30.7,0,27.3,0.05,72,51,61.5,2013.0,4.0,28.0,14.0,1
878,1250,37.39681270000001,-121.8717374,35,7300.0,28.0,14300.0,39.5,0,35.5,0.0,83,57,70.0,2015.0,6.0,22.0,19.0,0
879,1301,37.3621808,-121.85483159999998,30,4000.0,8.0,4800.0,32.0,0,28.5,0.0,78,54,66.0,2015.0,10.0,8.0,19.0,0
880,94,-121.86786459999999,37.30131024,40,4100.0,17.0,9100.0,39.7,0,36.0,0.0,83,59,71.0,2013.0,7.0,18.0,15.0,1
881,537,-121.8933983,37.25784689,30,5400.0,9.0,3850.0,34.5,0,31.0,0.0,78,56,67.0,2016.0,6.0,2.0,12.0,1
882,1177,37.3944754,-121.8884696,35,2330.0,0.0,1700.0,39.0,0,34.0,0.11,61,45,53.0,2017.0,2.0,7.0,2.0,0
883,28,-121.8465874,37.2658688,35,3350.0,24.0,8250.0,40.0,0,35.0,0.08,63,48,55.5,2013.0,3.0,1.0,18.0,1
884,502,-121.81535600000001,37.35872687,30,3650.0,5.0,4800.0,33.0,0,30.0,0.12,67,46,56.5,2016.0,3.0,15.0,22.0,1
885,1289,37.2545815,-121.86632409999999,35,2300.0,11.0,13300.0,39.0,0,36.0,0.09,66,47,56.5,2014.0,3.0,25.0,4.0,0
886,902,37.3121816,-121.89385870000001,25,2700.0,4.0,1200.0,27.5,0,24.0,0.0,77,53,65.0,2015.0,10.0,14.0,5.0,0
887,1030,37.40410470000001,-121.8977956,40,4540.0,26.0,21150.0,42.0,0,38.5,0.0,83,57,70.0,2015.0,6.0,26.0,4.0,0
888,649,-121.91081799999999,37.25104188,35,4000.0,67.0,21000.0,37.5,0,35.0,0.08,61,44,52.5,2016.0,12.0,7.0,19.0,1
889,895,37.3359996,-121.87753570000001,25,2260.0,10.0,2700.0,27.5,0,23.5,0.07,69,48,58.5,2015.0,4.0,4.0,3.0,0
890,439,-121.81995420000001,37.35561147,30,2600.0,25.0,6150.0,33.5,0,29.5,0.08,60,43,51.5,2015.0,11.0,27.0,0.0,1
891,618,-121.9209388,37.39117242,40,9600.0,10.0,8850.0,40.3,0,37.3,0.02,73,53,63.0,2016.0,10.0,21.0,6.0,1
892,707,-121.88810420000001,37.32519689,25,2900.0,17.0,5100.0,30.0,1,25.0,0.1,67,49,58.0,2017.0,3.0,21.0,5.0,1
893,1218,37.365241,-121.85001399999999,35,7530.0,49.0,15150.0,38.5,0,35.0,0.15,63,45,54.0,2016.0,2.0,12.0,7.0,0
894,564,-121.9109509,37.31288703,25,1875.0,4.0,5300.0,27.0,0,25.0,0.0,82,59,70.5,2016.0,7.0,20.0,21.0,1
895,419,-121.8343821,37.34883176,35,8350.0,140.0,20900.0,38.0,0,33.7,0.08,69,51,60.0,2015.0,10.0,29.0,18.0,1
896,861,37.2934302,-121.90493070000001,30,2000.0,3.0,10800.0,33.0,0,30.0,0.12,64,47,55.5,2016.0,3.0,2.0,9.0,0
897,912,37.2867515,-121.96633229999999,35,2300.0,5.0,22800.0,38.0,0,34.0,0.0,71,48,59.5,2017.0,11.0,1.0,7.0,0
898,82,-121.8718044,37.2778191,35,1950.0,14.0,10100.0,38.0,0,34.0,0.0,81,56,68.5,2013.0,6.0,17.0,2.0,1
899,968,37.25609650000001,-121.87373899999999,40,9385.0,11.0,10850.0,44.0,0,40.0,0.06,63,45,54.0,2017.0,11.0,20.0,7.0,0
900,195,-121.89758119999999,37.26987986,35,4950.0,36.0,15700.0,39.0,0,35.5,0.03,69,49,59.0,2014.0,4.0,6.0,1.0,1
901,1262,37.2673117,-121.92231509999998,35,5975.0,46.0,13150.0,38.5,0,35.0,0.0,75,54,64.5,2016.0,5.0,26.0,11.0,0
902,1057,37.3161463,-121.95467250000002,25,2450.0,7.0,1800.0,33.0,0,25.0,0.03,69,49,59.0,2013.0,4.0,6.0,16.0,0
903,775,-121.9038095,37.24014065,35,5480.0,16.0,11550.0,40.0,0,36.0,0.0,82,58,70.0,2017.0,7.0,28.0,8.0,1
904,1300,37.34150020000001,-121.8060084,35,21367.0,165.0,20950.0,39.5,0,36.0,0.11,66,47,56.5,2016.0,3.0,24.0,1.0,0
